"","id_match","league","season","date","team","goals_scored","goals_conceded","fouls_commited","fouls_opponent","yellow_cards","red_cards","result","VAR","status","month","team_status","top","postVar","treated"
"1946",973,"Bundesliga","2011/2012",2011-09-23,"Hamburg",2,1,16,20,1,0,"W",0,"AwayTeam","2011-09",0,0,0,1
"1947",974,"Bundesliga","2011/2012",2011-09-24,"Augsburg",0,0,21,17,1,0,"D",0,"HomeTeam","2011-09",1,0,0,1
"1948",974,"Bundesliga","2011/2012",2011-09-24,"Hannover",0,0,17,21,2,0,"D",0,"AwayTeam","2011-09",0,0,0,1
"1949",975,"Bundesliga","2011/2012",2011-09-24,"Bayern Munich",3,0,10,13,1,0,"W",0,"HomeTeam","2011-09",1,1,0,1
"1950",975,"Bundesliga","2011/2012",2011-09-24,"Leverkusen",0,3,13,10,4,0,"L",0,"AwayTeam","2011-09",0,0,0,1
"1951",976,"Bundesliga","2011/2012",2011-09-24,"Mainz",1,2,12,9,1,0,"L",0,"HomeTeam","2011-09",1,0,0,1
"1952",976,"Bundesliga","2011/2012",2011-09-24,"Dortmund",2,1,9,12,0,0,"W",0,"AwayTeam","2011-09",0,1,0,1
"1953",977,"Bundesliga","2011/2012",2011-09-24,"M'gladbach",1,0,13,18,1,0,"W",0,"HomeTeam","2011-09",1,0,0,1
"1954",977,"Bundesliga","2011/2012",2011-09-24,"Nurnberg",0,1,18,13,1,0,"L",0,"AwayTeam","2011-09",0,0,0,1
"1955",978,"Bundesliga","2011/2012",2011-09-24,"Schalke 04",4,2,19,17,1,0,"W",0,"HomeTeam","2011-09",1,1,0,1
"1956",978,"Bundesliga","2011/2012",2011-09-24,"Freiburg",2,4,17,19,1,0,"L",0,"AwayTeam","2011-09",0,0,0,1
"1957",979,"Bundesliga","2011/2012",2011-09-24,"Wolfsburg",1,0,13,19,1,1,"W",0,"HomeTeam","2011-09",1,0,0,1
"1958",979,"Bundesliga","2011/2012",2011-09-24,"Kaiserslautern",0,1,19,13,2,0,"L",0,"AwayTeam","2011-09",0,0,0,1
"1959",980,"Bundesliga","2011/2012",2011-09-25,"FC Koln",2,0,12,18,1,0,"W",0,"HomeTeam","2011-09",1,0,0,1
"1960",980,"Bundesliga","2011/2012",2011-09-25,"Hoffenheim",0,2,18,12,2,0,"L",0,"AwayTeam","2011-09",0,0,0,1
"1961",981,"Bundesliga","2011/2012",2011-09-25,"Werder Bremen",2,1,22,17,2,0,"W",0,"HomeTeam","2011-09",1,0,0,1
"1962",981,"Bundesliga","2011/2012",2011-09-25,"Hertha",1,2,17,22,4,2,"L",0,"AwayTeam","2011-09",0,0,0,1
"1963",982,"Bundesliga","2011/2012",2011-09-30,"Kaiserslautern",0,2,16,16,2,0,"L",0,"HomeTeam","2011-09",1,0,0,1
"1964",982,"Bundesliga","2011/2012",2011-09-30,"Stuttgart",2,0,16,16,1,0,"W",0,"AwayTeam","2011-09",0,0,0,1
"1965",983,"Bundesliga","2011/2012",2011-10-01,"Dortmund",4,0,12,14,2,0,"W",0,"HomeTeam","2011-10",1,1,0,1
"1966",983,"Bundesliga","2011/2012",2011-10-01,"Augsburg",0,4,14,12,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1967",984,"Bundesliga","2011/2012",2011-10-01,"Freiburg",1,0,23,17,2,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1968",984,"Bundesliga","2011/2012",2011-10-01,"M'gladbach",0,1,17,23,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1969",985,"Bundesliga","2011/2012",2011-10-01,"Hertha",3,0,15,19,2,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1970",985,"Bundesliga","2011/2012",2011-10-01,"FC Koln",0,3,19,15,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1971",986,"Bundesliga","2011/2012",2011-10-01,"Hoffenheim",0,0,19,26,1,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"1972",986,"Bundesliga","2011/2012",2011-10-01,"Bayern Munich",0,0,26,19,4,0,"D",0,"AwayTeam","2011-10",0,1,0,1
"1973",987,"Bundesliga","2011/2012",2011-10-01,"Leverkusen",3,1,17,20,1,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1974",987,"Bundesliga","2011/2012",2011-10-01,"Wolfsburg",1,3,20,17,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1975",988,"Bundesliga","2011/2012",2011-10-01,"Nurnberg",3,3,14,19,2,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"1976",988,"Bundesliga","2011/2012",2011-10-01,"Mainz",3,3,19,14,0,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"1977",989,"Bundesliga","2011/2012",2011-10-02,"Hamburg",1,2,18,16,3,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"1978",989,"Bundesliga","2011/2012",2011-10-02,"Schalke 04",2,1,16,18,1,0,"W",0,"AwayTeam","2011-10",0,1,0,1
"1979",990,"Bundesliga","2011/2012",2011-10-02,"Hannover",3,2,22,12,5,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1980",990,"Bundesliga","2011/2012",2011-10-02,"Werder Bremen",2,3,12,22,3,1,"L",0,"AwayTeam","2011-10",0,0,0,1
"1981",991,"Bundesliga","2011/2012",2011-10-14,"Werder Bremen",0,2,16,19,1,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"1982",991,"Bundesliga","2011/2012",2011-10-14,"Dortmund",2,0,19,16,1,1,"W",0,"AwayTeam","2011-10",0,1,0,1
"1983",992,"Bundesliga","2011/2012",2011-10-15,"Bayern Munich",4,0,8,13,0,0,"W",0,"HomeTeam","2011-10",1,1,0,1
"1984",992,"Bundesliga","2011/2012",2011-10-15,"Hertha",0,4,13,8,1,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1985",993,"Bundesliga","2011/2012",2011-10-15,"Mainz",0,1,19,18,3,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"1986",993,"Bundesliga","2011/2012",2011-10-15,"Augsburg",1,0,18,19,2,0,"W",0,"AwayTeam","2011-10",0,0,0,1
"1987",994,"Bundesliga","2011/2012",2011-10-15,"M'gladbach",2,2,6,20,2,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"1988",994,"Bundesliga","2011/2012",2011-10-15,"Leverkusen",2,2,20,6,4,1,"D",0,"AwayTeam","2011-10",0,0,0,1
"1989",995,"Bundesliga","2011/2012",2011-10-15,"Schalke 04",1,2,14,21,3,1,"L",0,"HomeTeam","2011-10",1,1,0,1
"1990",995,"Bundesliga","2011/2012",2011-10-15,"Kaiserslautern",2,1,21,14,3,1,"W",0,"AwayTeam","2011-10",0,0,0,1
"1991",996,"Bundesliga","2011/2012",2011-10-15,"Stuttgart",2,0,22,26,3,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1992",996,"Bundesliga","2011/2012",2011-10-15,"Hoffenheim",0,2,26,22,1,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1993",997,"Bundesliga","2011/2012",2011-10-15,"Wolfsburg",2,1,20,24,2,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1994",997,"Bundesliga","2011/2012",2011-10-15,"Nurnberg",1,2,24,20,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1995",998,"Bundesliga","2011/2012",2011-10-16,"FC Koln",2,0,22,17,3,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"1996",998,"Bundesliga","2011/2012",2011-10-16,"Hannover",0,2,17,22,4,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"1997",999,"Bundesliga","2011/2012",2011-10-16,"Freiburg",1,2,16,22,1,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"1998",999,"Bundesliga","2011/2012",2011-10-16,"Hamburg",2,1,22,16,3,0,"W",0,"AwayTeam","2011-10",0,0,0,1
"1999",1000,"Bundesliga","2011/2012",2011-10-21,"Augsburg",1,1,16,11,3,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"2000",1000,"Bundesliga","2011/2012",2011-10-21,"Werder Bremen",1,1,11,16,2,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"2001",1001,"Bundesliga","2011/2012",2011-10-22,"Dortmund",5,0,13,10,2,0,"W",0,"HomeTeam","2011-10",1,1,0,1
"2002",1001,"Bundesliga","2011/2012",2011-10-22,"FC Koln",0,5,10,13,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2003",1002,"Bundesliga","2011/2012",2011-10-22,"Hamburg",1,1,23,24,2,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"2004",1002,"Bundesliga","2011/2012",2011-10-22,"Wolfsburg",1,1,24,23,1,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"2005",1003,"Bundesliga","2011/2012",2011-10-22,"Hertha",0,0,10,21,1,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"2006",1003,"Bundesliga","2011/2012",2011-10-22,"Mainz",0,0,21,10,3,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"2007",1004,"Bundesliga","2011/2012",2011-10-22,"Hoffenheim",1,0,18,15,1,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"2008",1004,"Bundesliga","2011/2012",2011-10-22,"M'gladbach",0,1,15,18,3,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2009",1005,"Bundesliga","2011/2012",2011-10-22,"Kaiserslautern",1,0,18,15,0,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"2010",1005,"Bundesliga","2011/2012",2011-10-22,"Freiburg",0,1,15,18,4,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2011",1006,"Bundesliga","2011/2012",2011-10-22,"Nurnberg",2,2,14,14,1,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"2012",1006,"Bundesliga","2011/2012",2011-10-22,"Stuttgart",2,2,14,14,2,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"2013",1007,"Bundesliga","2011/2012",2011-10-23,"Hannover",2,1,19,13,4,1,"W",0,"HomeTeam","2011-10",1,0,0,1
"2014",1007,"Bundesliga","2011/2012",2011-10-23,"Bayern Munich",1,2,13,19,1,1,"L",0,"AwayTeam","2011-10",0,1,0,1
"2015",1008,"Bundesliga","2011/2012",2011-10-23,"Leverkusen",0,1,14,21,1,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"2016",1008,"Bundesliga","2011/2012",2011-10-23,"Schalke 04",1,0,21,14,3,0,"W",0,"AwayTeam","2011-10",0,1,0,1
"2017",1009,"Bundesliga","2011/2012",2011-10-28,"Freiburg",0,1,21,13,1,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"2018",1009,"Bundesliga","2011/2012",2011-10-28,"Leverkusen",1,0,13,21,0,0,"W",0,"AwayTeam","2011-10",0,0,0,1
"2019",1010,"Bundesliga","2011/2012",2011-10-29,"Bayern Munich",4,0,14,14,1,0,"W",0,"HomeTeam","2011-10",1,1,0,1
"2020",1010,"Bundesliga","2011/2012",2011-10-29,"Nurnberg",0,4,14,14,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2021",1011,"Bundesliga","2011/2012",2011-10-29,"Mainz",1,3,23,20,2,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"2022",1011,"Bundesliga","2011/2012",2011-10-29,"Werder Bremen",3,1,20,23,4,0,"W",0,"AwayTeam","2011-10",0,0,0,1
"2023",1012,"Bundesliga","2011/2012",2011-10-29,"M'gladbach",2,1,14,16,0,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"2024",1012,"Bundesliga","2011/2012",2011-10-29,"Hannover",1,2,16,14,3,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2025",1013,"Bundesliga","2011/2012",2011-10-29,"Schalke 04",3,1,20,20,1,0,"W",0,"HomeTeam","2011-10",1,1,0,1
"2026",1013,"Bundesliga","2011/2012",2011-10-29,"Hoffenheim",1,3,20,20,2,0,"L",0,"AwayTeam","2011-10",0,0,0,1
"2027",1014,"Bundesliga","2011/2012",2011-10-29,"Stuttgart",1,1,18,13,3,0,"D",0,"HomeTeam","2011-10",1,0,0,1
"2028",1014,"Bundesliga","2011/2012",2011-10-29,"Dortmund",1,1,13,18,2,0,"D",0,"AwayTeam","2011-10",0,1,0,1
"2029",1015,"Bundesliga","2011/2012",2011-10-29,"Wolfsburg",2,3,24,13,3,0,"L",0,"HomeTeam","2011-10",1,0,0,1
"2030",1015,"Bundesliga","2011/2012",2011-10-29,"Hertha",3,2,13,24,2,0,"W",0,"AwayTeam","2011-10",0,0,0,1
"2031",1016,"Bundesliga","2011/2012",2011-10-30,"FC Koln",3,0,17,13,1,0,"W",0,"HomeTeam","2011-10",1,0,0,1
"2032",1016,"Bundesliga","2011/2012",2011-10-30,"Augsburg",0,3,13,17,2,1,"L",0,"AwayTeam","2011-10",0,0,0,1
"2033",1017,"Bundesliga","2011/2012",2011-10-30,"Hamburg",1,1,18,23,2,1,"D",0,"HomeTeam","2011-10",1,0,0,1
"2034",1017,"Bundesliga","2011/2012",2011-10-30,"Kaiserslautern",1,1,23,18,2,0,"D",0,"AwayTeam","2011-10",0,0,0,1
"2035",1018,"Bundesliga","2011/2012",2011-11-04,"Mainz",3,1,18,16,2,1,"W",0,"HomeTeam","2011-11",1,0,0,1
"2036",1018,"Bundesliga","2011/2012",2011-11-04,"Stuttgart",1,3,16,18,3,1,"L",0,"AwayTeam","2011-11",0,0,0,1
"2037",1019,"Bundesliga","2011/2012",2011-11-05,"Dortmund",5,1,12,18,1,0,"W",0,"HomeTeam","2011-11",1,1,0,1
"2038",1019,"Bundesliga","2011/2012",2011-11-05,"Wolfsburg",1,5,18,12,4,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2039",1020,"Bundesliga","2011/2012",2011-11-05,"Hertha",1,2,18,14,0,0,"L",0,"HomeTeam","2011-11",1,0,0,1
"2040",1020,"Bundesliga","2011/2012",2011-11-05,"M'gladbach",2,1,14,18,2,0,"W",0,"AwayTeam","2011-11",0,0,0,1
"2041",1021,"Bundesliga","2011/2012",2011-11-05,"Hoffenheim",1,1,23,21,5,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2042",1021,"Bundesliga","2011/2012",2011-11-05,"Kaiserslautern",1,1,21,23,1,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2043",1022,"Bundesliga","2011/2012",2011-11-05,"Leverkusen",2,2,18,17,2,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2044",1022,"Bundesliga","2011/2012",2011-11-05,"Hamburg",2,2,17,18,1,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2045",1023,"Bundesliga","2011/2012",2011-11-05,"Nurnberg",1,2,14,20,4,0,"L",0,"HomeTeam","2011-11",1,0,0,1
"2046",1023,"Bundesliga","2011/2012",2011-11-05,"Freiburg",2,1,20,14,1,0,"W",0,"AwayTeam","2011-11",0,0,0,1
"2047",1024,"Bundesliga","2011/2012",2011-11-05,"Werder Bremen",3,2,13,14,3,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2048",1024,"Bundesliga","2011/2012",2011-11-05,"FC Koln",2,3,14,13,3,1,"L",0,"AwayTeam","2011-11",0,0,0,1
"2049",1025,"Bundesliga","2011/2012",2011-11-06,"Augsburg",1,2,17,15,1,0,"L",0,"HomeTeam","2011-11",1,0,0,1
"2050",1025,"Bundesliga","2011/2012",2011-11-06,"Bayern Munich",2,1,15,17,2,1,"W",0,"AwayTeam","2011-11",0,1,0,1
"2051",1026,"Bundesliga","2011/2012",2011-11-06,"Hannover",2,2,14,17,2,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2052",1026,"Bundesliga","2011/2012",2011-11-06,"Schalke 04",2,2,17,14,4,0,"D",0,"AwayTeam","2011-11",0,1,0,1
"2053",1027,"Bundesliga","2011/2012",2011-11-18,"Kaiserslautern",0,2,12,16,1,0,"L",0,"HomeTeam","2011-11",1,0,0,1
"2054",1027,"Bundesliga","2011/2012",2011-11-18,"Leverkusen",2,0,16,12,1,0,"W",0,"AwayTeam","2011-11",0,0,0,1
"2055",1028,"Bundesliga","2011/2012",2011-11-19,"Bayern Munich",0,1,15,25,2,0,"L",0,"HomeTeam","2011-11",1,1,0,1
"2056",1028,"Bundesliga","2011/2012",2011-11-19,"Dortmund",1,0,25,15,1,0,"W",0,"AwayTeam","2011-11",0,1,0,1
"2057",1029,"Bundesliga","2011/2012",2011-11-19,"Freiburg",2,2,19,19,2,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2058",1029,"Bundesliga","2011/2012",2011-11-19,"Hertha",2,2,19,19,5,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2059",1030,"Bundesliga","2011/2012",2011-11-19,"M'gladbach",5,0,11,10,0,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2060",1030,"Bundesliga","2011/2012",2011-11-19,"Werder Bremen",0,5,10,11,0,1,"L",0,"AwayTeam","2011-11",0,0,0,1
"2061",1031,"Bundesliga","2011/2012",2011-11-19,"Schalke 04",4,0,13,16,2,0,"W",0,"HomeTeam","2011-11",1,1,0,1
"2062",1031,"Bundesliga","2011/2012",2011-11-19,"Nurnberg",0,4,16,13,3,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2063",1032,"Bundesliga","2011/2012",2011-11-19,"Wolfsburg",4,1,18,12,1,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2064",1032,"Bundesliga","2011/2012",2011-11-19,"Hannover",1,4,12,18,2,1,"L",0,"AwayTeam","2011-11",0,0,0,1
"2065",1033,"Bundesliga","2011/2012",2011-11-20,"Hamburg",2,0,17,15,0,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2066",1033,"Bundesliga","2011/2012",2011-11-20,"Hoffenheim",0,2,15,17,3,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2067",1034,"Bundesliga","2011/2012",2011-11-20,"Stuttgart",2,1,24,18,2,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2068",1034,"Bundesliga","2011/2012",2011-11-20,"Augsburg",1,2,18,24,3,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2069",1035,"Bundesliga","2011/2012",2011-11-25,"FC Koln",0,3,14,10,1,0,"L",0,"HomeTeam","2011-11",1,0,0,1
"2070",1035,"Bundesliga","2011/2012",2011-11-25,"M'gladbach",3,0,10,14,1,0,"W",0,"AwayTeam","2011-11",0,0,0,1
"2071",1036,"Bundesliga","2011/2012",2011-11-26,"Augsburg",2,0,16,27,3,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2072",1036,"Bundesliga","2011/2012",2011-11-26,"Wolfsburg",0,2,27,16,3,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2073",1037,"Bundesliga","2011/2012",2011-11-26,"Dortmund",2,0,24,24,1,0,"W",0,"HomeTeam","2011-11",1,1,0,1
"2074",1037,"Bundesliga","2011/2012",2011-11-26,"Schalke 04",0,2,24,24,4,0,"L",0,"AwayTeam","2011-11",0,1,0,1
"2075",1038,"Bundesliga","2011/2012",2011-11-26,"Hannover",1,1,14,21,2,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2076",1038,"Bundesliga","2011/2012",2011-11-26,"Hamburg",1,1,21,14,2,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2077",1039,"Bundesliga","2011/2012",2011-11-26,"Hertha",3,3,18,14,1,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2078",1039,"Bundesliga","2011/2012",2011-11-26,"Leverkusen",3,3,14,18,2,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2079",1040,"Bundesliga","2011/2012",2011-11-26,"Hoffenheim",1,1,19,18,2,0,"D",0,"HomeTeam","2011-11",1,0,0,1
"2080",1040,"Bundesliga","2011/2012",2011-11-26,"Freiburg",1,1,18,19,3,0,"D",0,"AwayTeam","2011-11",0,0,0,1
"2081",1041,"Bundesliga","2011/2012",2011-11-26,"Nurnberg",1,0,21,25,4,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2082",1041,"Bundesliga","2011/2012",2011-11-26,"Kaiserslautern",0,1,25,21,1,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2083",1042,"Bundesliga","2011/2012",2011-11-27,"Mainz",3,2,18,20,3,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2084",1042,"Bundesliga","2011/2012",2011-11-27,"Bayern Munich",2,3,20,18,2,0,"L",0,"AwayTeam","2011-11",0,1,0,1
"2085",1043,"Bundesliga","2011/2012",2011-11-27,"Werder Bremen",2,0,19,21,1,0,"W",0,"HomeTeam","2011-11",1,0,0,1
"2086",1043,"Bundesliga","2011/2012",2011-11-27,"Stuttgart",0,2,21,19,4,0,"L",0,"AwayTeam","2011-11",0,0,0,1
"2087",1044,"Bundesliga","2011/2012",2011-12-02,"Leverkusen",2,0,12,28,2,0,"W",0,"HomeTeam","2011-12",1,0,0,1
"2088",1044,"Bundesliga","2011/2012",2011-12-02,"Hoffenheim",0,2,28,12,2,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2089",1045,"Bundesliga","2011/2012",2011-12-03,"Bayern Munich",4,1,23,21,1,0,"W",0,"HomeTeam","2011-12",1,1,0,1
"2090",1045,"Bundesliga","2011/2012",2011-12-03,"Werder Bremen",1,4,21,23,2,1,"L",0,"AwayTeam","2011-12",0,0,0,1
"2091",1046,"Bundesliga","2011/2012",2011-12-03,"Freiburg",1,1,12,20,1,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2092",1046,"Bundesliga","2011/2012",2011-12-03,"Hannover",1,1,20,12,2,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2093",1047,"Bundesliga","2011/2012",2011-12-03,"Kaiserslautern",1,1,18,16,3,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2094",1047,"Bundesliga","2011/2012",2011-12-03,"Hertha",1,1,16,18,1,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2095",1048,"Bundesliga","2011/2012",2011-12-03,"M'gladbach",1,1,9,18,0,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2096",1048,"Bundesliga","2011/2012",2011-12-03,"Dortmund",1,1,18,9,2,0,"D",0,"AwayTeam","2011-12",0,1,0,1
"2097",1049,"Bundesliga","2011/2012",2011-12-03,"Stuttgart",2,2,12,20,3,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2098",1049,"Bundesliga","2011/2012",2011-12-03,"FC Koln",2,2,20,12,4,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2099",1050,"Bundesliga","2011/2012",2011-12-03,"Wolfsburg",2,2,15,18,2,1,"D",0,"HomeTeam","2011-12",1,0,0,1
"2100",1050,"Bundesliga","2011/2012",2011-12-03,"Mainz",2,2,18,15,1,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2101",1051,"Bundesliga","2011/2012",2011-12-04,"Hamburg",2,0,17,17,3,0,"W",0,"HomeTeam","2011-12",1,0,0,1
"2102",1051,"Bundesliga","2011/2012",2011-12-04,"Nurnberg",0,2,17,17,1,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2103",1052,"Bundesliga","2011/2012",2011-12-04,"Schalke 04",3,1,11,13,1,0,"W",0,"HomeTeam","2011-12",1,1,0,1
"2104",1052,"Bundesliga","2011/2012",2011-12-04,"Augsburg",1,3,13,11,2,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2105",1053,"Bundesliga","2011/2012",2011-12-09,"Hertha",1,2,13,16,0,0,"L",0,"HomeTeam","2011-12",1,0,0,1
"2106",1053,"Bundesliga","2011/2012",2011-12-09,"Schalke 04",2,1,16,13,1,0,"W",0,"AwayTeam","2011-12",0,1,0,1
"2107",1054,"Bundesliga","2011/2012",2011-12-10,"Augsburg",1,0,22,22,3,0,"W",0,"HomeTeam","2011-12",1,0,0,1
"2108",1054,"Bundesliga","2011/2012",2011-12-10,"M'gladbach",0,1,22,22,2,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2109",1055,"Bundesliga","2011/2012",2011-12-10,"FC Koln",4,0,9,12,1,0,"W",0,"HomeTeam","2011-12",1,0,0,1
"2110",1055,"Bundesliga","2011/2012",2011-12-10,"Freiburg",0,4,12,9,2,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2111",1056,"Bundesliga","2011/2012",2011-12-10,"Hannover",0,0,22,18,0,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2112",1056,"Bundesliga","2011/2012",2011-12-10,"Leverkusen",0,0,18,22,2,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2113",1057,"Bundesliga","2011/2012",2011-12-10,"Mainz",0,0,16,11,1,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2114",1057,"Bundesliga","2011/2012",2011-12-10,"Hamburg",0,0,11,16,0,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2115",1058,"Bundesliga","2011/2012",2011-12-10,"Nurnberg",0,2,19,14,3,1,"L",0,"HomeTeam","2011-12",1,0,0,1
"2116",1058,"Bundesliga","2011/2012",2011-12-10,"Hoffenheim",2,0,14,19,3,1,"W",0,"AwayTeam","2011-12",0,0,0,1
"2117",1059,"Bundesliga","2011/2012",2011-12-10,"Werder Bremen",4,1,17,19,1,0,"W",0,"HomeTeam","2011-12",1,0,0,1
"2118",1059,"Bundesliga","2011/2012",2011-12-10,"Wolfsburg",1,4,19,17,3,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2119",1060,"Bundesliga","2011/2012",2011-12-11,"Dortmund",1,1,12,25,1,0,"D",0,"HomeTeam","2011-12",1,1,0,1
"2120",1060,"Bundesliga","2011/2012",2011-12-11,"Kaiserslautern",1,1,25,12,2,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2121",1061,"Bundesliga","2011/2012",2011-12-11,"Stuttgart",1,2,16,10,3,1,"L",0,"HomeTeam","2011-12",1,0,0,1
"2122",1061,"Bundesliga","2011/2012",2011-12-11,"Bayern Munich",2,1,10,16,4,0,"W",0,"AwayTeam","2011-12",0,1,0,1
"2123",1062,"Bundesliga","2011/2012",2011-12-13,"FC Koln",1,1,11,27,2,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2124",1062,"Bundesliga","2011/2012",2011-12-13,"Mainz",1,1,27,11,4,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2125",1063,"Bundesliga","2011/2012",2011-12-16,"Bayern Munich",3,0,15,17,0,1,"W",0,"HomeTeam","2011-12",1,1,0,1
"2126",1063,"Bundesliga","2011/2012",2011-12-16,"FC Koln",0,3,17,15,4,0,"L",0,"AwayTeam","2011-12",0,0,0,1
"2127",1064,"Bundesliga","2011/2012",2011-12-17,"Freiburg",1,4,14,11,1,0,"L",0,"HomeTeam","2011-12",1,0,0,1
"2128",1064,"Bundesliga","2011/2012",2011-12-17,"Dortmund",4,1,11,14,1,0,"W",0,"AwayTeam","2011-12",0,1,0,1
"2129",1065,"Bundesliga","2011/2012",2011-12-17,"Hamburg",1,1,11,18,1,0,"D",0,"HomeTeam","2011-12",1,0,0,1
"2130",1065,"Bundesliga","2011/2012",2011-12-17,"Augsburg",1,1,18,11,0,0,"D",0,"AwayTeam","2011-12",0,0,0,1
"2131",1066,"Bundesliga","2011/2012",2011-12-17,"Hoffenheim",1,1,19,9,4,1,"D",0,"HomeTeam","2011-12",1,0,0,1
"2132",1066,"Bundesliga","2011/2012",2011-12-17,"Hertha",1,1,9,19,1,1,"D",0,"AwayTeam","2011-12",0,0,0,1
"2133",1067,"Bundesliga","2011/2012",2011-12-17,"Leverkusen",0,3,17,16,0,0,"L",0,"HomeTeam","2011-12",1,0,0,1
"2134",1067,"Bundesliga","2011/2012",2011-12-17,"Nurnberg",3,0,16,17,1,0,"W",0,"AwayTeam","2011-12",0,0,0,1
