"","id_match","league","season","date","team","goals_scored","goals_conceded","fouls_commited","fouls_opponent","yellow_cards","red_cards","result","VAR","status","month","team_status","top","postVar","treated"
"7529",3765,"EPL","2009/2010",2009-08-22,"Hull",1,0,19,19,3,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7530",3765,"EPL","2009/2010",2009-08-22,"Bolton",0,1,19,19,2,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7531",3766,"EPL","2009/2010",2009-08-22,"Man City",1,0,7,11,0,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7532",3766,"EPL","2009/2010",2009-08-22,"Wolves",0,1,11,7,1,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7533",3767,"EPL","2009/2010",2009-08-22,"Sunderland",2,1,12,14,2,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7534",3767,"EPL","2009/2010",2009-08-22,"Blackburn",1,2,14,12,1,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7535",3768,"EPL","2009/2010",2009-08-22,"Wigan",0,5,11,8,2,0,"L",0,"HomeTeam","2009-08",1,0,0,0
"7536",3768,"EPL","2009/2010",2009-08-22,"Man United",5,0,8,11,2,0,"W",0,"AwayTeam","2009-08",0,1,0,0
"7537",3769,"EPL","2009/2010",2009-08-23,"Burnley",1,0,11,13,1,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7538",3769,"EPL","2009/2010",2009-08-23,"Everton",0,1,13,11,0,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7539",3770,"EPL","2009/2010",2009-08-23,"Fulham",0,2,11,10,0,0,"L",0,"HomeTeam","2009-08",1,0,0,0
"7540",3770,"EPL","2009/2010",2009-08-23,"Chelsea",2,0,10,11,0,0,"W",0,"AwayTeam","2009-08",0,1,0,0
"7541",3771,"EPL","2009/2010",2009-08-23,"West Ham",1,2,13,11,2,0,"L",0,"HomeTeam","2009-08",1,0,0,0
"7542",3771,"EPL","2009/2010",2009-08-23,"Tottenham",2,1,11,13,1,0,"W",0,"AwayTeam","2009-08",0,1,0,0
"7543",3772,"EPL","2009/2010",2009-08-24,"Liverpool",1,3,15,11,3,0,"L",0,"HomeTeam","2009-08",1,0,0,0
"7544",3772,"EPL","2009/2010",2009-08-24,"Aston Villa",3,1,11,15,2,0,"W",0,"AwayTeam","2009-08",0,0,0,0
"7545",3773,"EPL","2009/2010",2009-08-29,"Blackburn",0,0,13,18,1,0,"D",0,"HomeTeam","2009-08",1,0,0,0
"7546",3773,"EPL","2009/2010",2009-08-29,"West Ham",0,0,18,13,3,0,"D",0,"AwayTeam","2009-08",0,0,0,0
"7547",3774,"EPL","2009/2010",2009-08-29,"Bolton",2,3,14,7,3,1,"L",0,"HomeTeam","2009-08",1,0,0,0
"7548",3774,"EPL","2009/2010",2009-08-29,"Liverpool",3,2,7,14,1,0,"W",0,"AwayTeam","2009-08",0,0,0,0
"7549",3775,"EPL","2009/2010",2009-08-29,"Chelsea",3,0,7,5,0,0,"W",0,"HomeTeam","2009-08",1,1,0,0
"7550",3775,"EPL","2009/2010",2009-08-29,"Burnley",0,3,5,7,1,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7551",3776,"EPL","2009/2010",2009-08-29,"Man United",2,1,21,15,3,0,"W",0,"HomeTeam","2009-08",1,1,0,0
"7552",3776,"EPL","2009/2010",2009-08-29,"Arsenal",1,2,15,21,6,0,"L",0,"AwayTeam","2009-08",0,1,0,0
"7553",3777,"EPL","2009/2010",2009-08-29,"Stoke",1,0,9,8,0,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7554",3777,"EPL","2009/2010",2009-08-29,"Sunderland",0,1,8,9,2,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7555",3778,"EPL","2009/2010",2009-08-29,"Tottenham",2,1,12,10,2,0,"W",0,"HomeTeam","2009-08",1,1,0,0
"7556",3778,"EPL","2009/2010",2009-08-29,"Birmingham",1,2,10,12,2,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7557",3779,"EPL","2009/2010",2009-08-29,"Wolves",1,1,11,15,0,0,"D",0,"HomeTeam","2009-08",1,0,0,0
"7558",3779,"EPL","2009/2010",2009-08-29,"Hull",1,1,15,11,2,0,"D",0,"AwayTeam","2009-08",0,0,0,0
"7559",3780,"EPL","2009/2010",2009-08-30,"Aston Villa",2,0,9,9,1,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7560",3780,"EPL","2009/2010",2009-08-30,"Fulham",0,2,9,9,2,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7561",3781,"EPL","2009/2010",2009-08-30,"Everton",2,1,11,24,1,0,"W",0,"HomeTeam","2009-08",1,0,0,0
"7562",3781,"EPL","2009/2010",2009-08-30,"Wigan",1,2,24,11,5,0,"L",0,"AwayTeam","2009-08",0,0,0,0
"7563",3782,"EPL","2009/2010",2009-08-30,"Portsmouth",0,1,12,7,2,0,"L",0,"HomeTeam","2009-08",1,0,0,0
"7564",3782,"EPL","2009/2010",2009-08-30,"Man City",1,0,7,12,1,0,"W",0,"AwayTeam","2009-08",0,0,0,0
"7565",3783,"EPL","2009/2010",2009-09-12,"Blackburn",3,1,13,16,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7566",3783,"EPL","2009/2010",2009-09-12,"Wolves",1,3,16,13,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7567",3784,"EPL","2009/2010",2009-09-12,"Liverpool",4,0,8,10,0,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7568",3784,"EPL","2009/2010",2009-09-12,"Burnley",0,4,10,8,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7569",3785,"EPL","2009/2010",2009-09-12,"Man City",4,2,13,12,3,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7570",3785,"EPL","2009/2010",2009-09-12,"Arsenal",2,4,12,13,2,0,"L",0,"AwayTeam","2009-09",0,1,0,0
"7571",3786,"EPL","2009/2010",2009-09-12,"Portsmouth",2,3,17,17,2,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7572",3786,"EPL","2009/2010",2009-09-12,"Bolton",3,2,17,17,0,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7573",3787,"EPL","2009/2010",2009-09-12,"Stoke",1,2,13,11,3,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7574",3787,"EPL","2009/2010",2009-09-12,"Chelsea",2,1,11,13,3,0,"W",0,"AwayTeam","2009-09",0,1,0,0
"7575",3788,"EPL","2009/2010",2009-09-12,"Sunderland",4,1,18,15,2,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7576",3788,"EPL","2009/2010",2009-09-12,"Hull",1,4,15,18,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7577",3789,"EPL","2009/2010",2009-09-12,"Tottenham",1,3,16,13,3,0,"L",0,"HomeTeam","2009-09",1,1,0,0
"7578",3789,"EPL","2009/2010",2009-09-12,"Man United",3,1,13,16,2,1,"W",0,"AwayTeam","2009-09",0,1,0,0
"7579",3790,"EPL","2009/2010",2009-09-12,"Wigan",1,0,13,11,2,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7580",3790,"EPL","2009/2010",2009-09-12,"West Ham",0,1,11,13,1,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7581",3791,"EPL","2009/2010",2009-09-13,"Birmingham",0,1,10,20,1,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7582",3791,"EPL","2009/2010",2009-09-13,"Aston Villa",1,0,20,10,2,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7583",3792,"EPL","2009/2010",2009-09-13,"Fulham",2,1,6,10,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7584",3792,"EPL","2009/2010",2009-09-13,"Everton",1,2,10,6,0,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7585",3793,"EPL","2009/2010",2009-09-19,"Arsenal",4,0,6,18,2,0,"W",0,"HomeTeam","2009-09",1,1,0,0
"7586",3793,"EPL","2009/2010",2009-09-19,"Wigan",0,4,18,6,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7587",3794,"EPL","2009/2010",2009-09-19,"Aston Villa",2,0,17,12,2,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7588",3794,"EPL","2009/2010",2009-09-19,"Portsmouth",0,2,12,17,0,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7589",3795,"EPL","2009/2010",2009-09-19,"Bolton",1,1,6,11,2,0,"D",0,"HomeTeam","2009-09",1,0,0,0
"7590",3795,"EPL","2009/2010",2009-09-19,"Stoke",1,1,11,6,2,0,"D",0,"AwayTeam","2009-09",0,0,0,0
"7591",3796,"EPL","2009/2010",2009-09-19,"Burnley",3,1,4,15,0,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7592",3796,"EPL","2009/2010",2009-09-19,"Sunderland",1,3,15,4,3,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7593",3797,"EPL","2009/2010",2009-09-19,"Hull",0,1,15,13,0,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7594",3797,"EPL","2009/2010",2009-09-19,"Birmingham",1,0,13,15,2,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7595",3798,"EPL","2009/2010",2009-09-19,"West Ham",2,3,13,17,3,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7596",3798,"EPL","2009/2010",2009-09-19,"Liverpool",3,2,17,13,3,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7597",3799,"EPL","2009/2010",2009-09-20,"Chelsea",3,0,7,9,0,0,"W",0,"HomeTeam","2009-09",1,1,0,0
"7598",3799,"EPL","2009/2010",2009-09-20,"Tottenham",0,3,9,7,2,0,"L",0,"AwayTeam","2009-09",0,1,0,0
"7599",3800,"EPL","2009/2010",2009-09-20,"Everton",3,0,15,18,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7600",3800,"EPL","2009/2010",2009-09-20,"Blackburn",0,3,18,15,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7601",3801,"EPL","2009/2010",2009-09-20,"Man United",4,3,15,14,2,0,"W",0,"HomeTeam","2009-09",1,1,0,0
"7602",3801,"EPL","2009/2010",2009-09-20,"Man City",3,4,14,15,2,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7603",3802,"EPL","2009/2010",2009-09-20,"Wolves",2,1,14,11,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7604",3802,"EPL","2009/2010",2009-09-20,"Fulham",1,2,11,14,1,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7605",3803,"EPL","2009/2010",2009-09-26,"Birmingham",1,2,9,17,2,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7606",3803,"EPL","2009/2010",2009-09-26,"Bolton",2,1,17,9,1,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7607",3804,"EPL","2009/2010",2009-09-26,"Blackburn",2,1,14,11,2,1,"W",0,"HomeTeam","2009-09",1,0,0,0
"7608",3804,"EPL","2009/2010",2009-09-26,"Aston Villa",1,2,11,14,3,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7609",3805,"EPL","2009/2010",2009-09-26,"Fulham",0,1,14,11,4,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7610",3805,"EPL","2009/2010",2009-09-26,"Arsenal",1,0,11,14,0,0,"W",0,"AwayTeam","2009-09",0,1,0,0
"7611",3806,"EPL","2009/2010",2009-09-26,"Liverpool",6,1,10,3,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7612",3806,"EPL","2009/2010",2009-09-26,"Hull",1,6,3,10,4,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7613",3807,"EPL","2009/2010",2009-09-26,"Portsmouth",0,1,14,17,0,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7614",3807,"EPL","2009/2010",2009-09-26,"Everton",1,0,17,14,3,0,"W",0,"AwayTeam","2009-09",0,0,0,0
"7615",3808,"EPL","2009/2010",2009-09-26,"Stoke",0,2,9,8,1,0,"L",0,"HomeTeam","2009-09",1,0,0,0
"7616",3808,"EPL","2009/2010",2009-09-26,"Man United",2,0,8,9,1,0,"W",0,"AwayTeam","2009-09",0,1,0,0
"7617",3809,"EPL","2009/2010",2009-09-26,"Tottenham",5,0,10,14,1,0,"W",0,"HomeTeam","2009-09",1,1,0,0
"7618",3809,"EPL","2009/2010",2009-09-26,"Burnley",0,5,14,10,1,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7619",3810,"EPL","2009/2010",2009-09-26,"Wigan",3,1,11,11,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7620",3810,"EPL","2009/2010",2009-09-26,"Chelsea",1,3,11,11,2,1,"L",0,"AwayTeam","2009-09",0,1,0,0
"7621",3811,"EPL","2009/2010",2009-09-27,"Sunderland",5,2,18,11,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7622",3811,"EPL","2009/2010",2009-09-27,"Wolves",2,5,11,18,3,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7623",3812,"EPL","2009/2010",2009-09-28,"Man City",3,1,18,14,1,0,"W",0,"HomeTeam","2009-09",1,0,0,0
"7624",3812,"EPL","2009/2010",2009-09-28,"West Ham",1,3,14,18,1,0,"L",0,"AwayTeam","2009-09",0,0,0,0
"7625",3813,"EPL","2009/2010",2009-10-03,"Bolton",2,2,15,16,2,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7626",3813,"EPL","2009/2010",2009-10-03,"Tottenham",2,2,16,15,1,0,"D",0,"AwayTeam","2009-10",0,1,0,0
"7627",3814,"EPL","2009/2010",2009-10-03,"Burnley",2,1,17,11,0,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7628",3814,"EPL","2009/2010",2009-10-03,"Birmingham",1,2,11,17,3,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7629",3815,"EPL","2009/2010",2009-10-03,"Hull",2,1,14,8,0,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7630",3815,"EPL","2009/2010",2009-10-03,"Wigan",1,2,8,14,2,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7631",3816,"EPL","2009/2010",2009-10-03,"Man United",2,2,11,15,2,0,"D",0,"HomeTeam","2009-10",1,1,0,0
"7632",3816,"EPL","2009/2010",2009-10-03,"Sunderland",2,2,15,11,3,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7633",3817,"EPL","2009/2010",2009-10-03,"Wolves",0,1,8,12,1,0,"L",0,"HomeTeam","2009-10",1,0,0,0
"7634",3817,"EPL","2009/2010",2009-10-03,"Portsmouth",1,0,12,8,2,0,"W",0,"AwayTeam","2009-10",0,0,0,0
"7635",3818,"EPL","2009/2010",2009-10-04,"Arsenal",6,2,9,10,1,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7636",3818,"EPL","2009/2010",2009-10-04,"Blackburn",2,6,10,9,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7637",3819,"EPL","2009/2010",2009-10-04,"Chelsea",2,0,14,17,1,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7638",3819,"EPL","2009/2010",2009-10-04,"Liverpool",0,2,17,14,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7639",3820,"EPL","2009/2010",2009-10-04,"Everton",1,1,5,15,1,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7640",3820,"EPL","2009/2010",2009-10-04,"Stoke",1,1,15,5,3,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7641",3821,"EPL","2009/2010",2009-10-04,"West Ham",2,2,12,9,3,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7642",3821,"EPL","2009/2010",2009-10-04,"Fulham",2,2,9,12,2,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7643",3822,"EPL","2009/2010",2009-10-05,"Aston Villa",1,1,10,8,1,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7644",3822,"EPL","2009/2010",2009-10-05,"Man City",1,1,8,10,2,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7645",3823,"EPL","2009/2010",2009-10-17,"Arsenal",3,1,8,16,1,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7646",3823,"EPL","2009/2010",2009-10-17,"Birmingham",1,3,16,8,2,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7647",3824,"EPL","2009/2010",2009-10-17,"Aston Villa",2,1,19,13,2,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7648",3824,"EPL","2009/2010",2009-10-17,"Chelsea",1,2,13,19,1,0,"L",0,"AwayTeam","2009-10",0,1,0,0
"7649",3825,"EPL","2009/2010",2009-10-17,"Everton",1,1,6,15,1,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7650",3825,"EPL","2009/2010",2009-10-17,"Wolves",1,1,15,6,3,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7651",3826,"EPL","2009/2010",2009-10-17,"Man United",2,1,15,8,0,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7652",3826,"EPL","2009/2010",2009-10-17,"Bolton",1,2,8,15,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7653",3827,"EPL","2009/2010",2009-10-17,"Portsmouth",1,2,14,13,3,1,"L",0,"HomeTeam","2009-10",1,0,0,0
"7654",3827,"EPL","2009/2010",2009-10-17,"Tottenham",2,1,13,14,3,1,"W",0,"AwayTeam","2009-10",0,1,0,0
"7655",3828,"EPL","2009/2010",2009-10-17,"Stoke",2,1,16,13,3,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7656",3828,"EPL","2009/2010",2009-10-17,"West Ham",1,2,13,16,3,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7657",3829,"EPL","2009/2010",2009-10-17,"Sunderland",1,0,20,17,2,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7658",3829,"EPL","2009/2010",2009-10-17,"Liverpool",0,1,17,20,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7659",3830,"EPL","2009/2010",2009-10-18,"Blackburn",3,2,18,14,3,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7660",3830,"EPL","2009/2010",2009-10-18,"Burnley",2,3,14,18,3,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7661",3831,"EPL","2009/2010",2009-10-18,"Wigan",1,1,15,11,2,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7662",3831,"EPL","2009/2010",2009-10-18,"Man City",1,1,11,15,1,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7663",3832,"EPL","2009/2010",2009-10-19,"Fulham",2,0,13,15,1,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7664",3832,"EPL","2009/2010",2009-10-19,"Hull",0,2,15,13,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7665",3833,"EPL","2009/2010",2009-10-24,"Birmingham",2,1,9,14,3,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7666",3833,"EPL","2009/2010",2009-10-24,"Sunderland",1,2,14,9,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7667",3834,"EPL","2009/2010",2009-10-24,"Burnley",1,3,12,11,2,0,"L",0,"HomeTeam","2009-10",1,0,0,0
"7668",3834,"EPL","2009/2010",2009-10-24,"Wigan",3,1,11,12,0,0,"W",0,"AwayTeam","2009-10",0,0,0,0
"7669",3835,"EPL","2009/2010",2009-10-24,"Chelsea",5,0,8,10,0,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7670",3835,"EPL","2009/2010",2009-10-24,"Blackburn",0,5,10,8,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7671",3836,"EPL","2009/2010",2009-10-24,"Hull",0,0,16,23,2,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7672",3836,"EPL","2009/2010",2009-10-24,"Portsmouth",0,0,23,16,1,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7673",3837,"EPL","2009/2010",2009-10-24,"Tottenham",0,1,8,18,0,0,"L",0,"HomeTeam","2009-10",1,1,0,0
"7674",3837,"EPL","2009/2010",2009-10-24,"Stoke",1,0,18,8,3,0,"W",0,"AwayTeam","2009-10",0,0,0,0
"7675",3838,"EPL","2009/2010",2009-10-24,"Wolves",1,1,10,16,1,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7676",3838,"EPL","2009/2010",2009-10-24,"Aston Villa",1,1,16,10,2,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7677",3839,"EPL","2009/2010",2009-10-25,"Bolton",3,2,14,15,3,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7678",3839,"EPL","2009/2010",2009-10-25,"Everton",2,3,15,14,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7679",3840,"EPL","2009/2010",2009-10-25,"Liverpool",2,0,20,11,2,1,"W",0,"HomeTeam","2009-10",1,0,0,0
"7680",3840,"EPL","2009/2010",2009-10-25,"Man United",0,2,11,20,3,1,"L",0,"AwayTeam","2009-10",0,1,0,0
"7681",3841,"EPL","2009/2010",2009-10-25,"Man City",2,2,11,12,0,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7682",3841,"EPL","2009/2010",2009-10-25,"Fulham",2,2,12,11,2,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7683",3842,"EPL","2009/2010",2009-10-25,"West Ham",2,2,17,15,3,1,"D",0,"HomeTeam","2009-10",1,0,0,0
"7684",3842,"EPL","2009/2010",2009-10-25,"Arsenal",2,2,15,17,2,0,"D",0,"AwayTeam","2009-10",0,1,0,0
"7685",3843,"EPL","2009/2010",2009-10-31,"Arsenal",3,0,10,10,1,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7686",3843,"EPL","2009/2010",2009-10-31,"Tottenham",0,3,10,10,1,0,"L",0,"AwayTeam","2009-10",0,1,0,0
"7687",3844,"EPL","2009/2010",2009-10-31,"Bolton",0,4,9,7,1,1,"L",0,"HomeTeam","2009-10",1,0,0,0
"7688",3844,"EPL","2009/2010",2009-10-31,"Chelsea",4,0,7,9,1,0,"W",0,"AwayTeam","2009-10",0,1,0,0
"7689",3845,"EPL","2009/2010",2009-10-31,"Burnley",2,0,12,13,1,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7690",3845,"EPL","2009/2010",2009-10-31,"Hull",0,2,13,12,4,1,"L",0,"AwayTeam","2009-10",0,0,0,0
"7691",3846,"EPL","2009/2010",2009-10-31,"Everton",1,1,15,16,1,1,"D",0,"HomeTeam","2009-10",1,0,0,0
"7692",3846,"EPL","2009/2010",2009-10-31,"Aston Villa",1,1,16,15,3,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7693",3847,"EPL","2009/2010",2009-10-31,"Fulham",3,1,10,13,1,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7694",3847,"EPL","2009/2010",2009-10-31,"Liverpool",1,3,13,10,0,2,"L",0,"AwayTeam","2009-10",0,0,0,0
"7695",3848,"EPL","2009/2010",2009-10-31,"Man United",2,0,10,21,0,0,"W",0,"HomeTeam","2009-10",1,1,0,0
"7696",3848,"EPL","2009/2010",2009-10-31,"Blackburn",0,2,21,10,2,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7697",3849,"EPL","2009/2010",2009-10-31,"Portsmouth",4,0,11,10,0,0,"W",0,"HomeTeam","2009-10",1,0,0,0
"7698",3849,"EPL","2009/2010",2009-10-31,"Wigan",0,4,10,11,1,0,"L",0,"AwayTeam","2009-10",0,0,0,0
"7699",3850,"EPL","2009/2010",2009-10-31,"Stoke",2,2,13,15,0,0,"D",0,"HomeTeam","2009-10",1,0,0,0
"7700",3850,"EPL","2009/2010",2009-10-31,"Wolves",2,2,15,13,3,0,"D",0,"AwayTeam","2009-10",0,0,0,0
"7701",3851,"EPL","2009/2010",2009-10-31,"Sunderland",2,2,12,16,3,1,"D",0,"HomeTeam","2009-10",1,0,0,0
"7702",3851,"EPL","2009/2010",2009-10-31,"West Ham",2,2,16,12,3,1,"D",0,"AwayTeam","2009-10",0,0,0,0
"7703",3852,"EPL","2009/2010",2009-11-01,"Birmingham",0,0,9,8,3,1,"D",0,"HomeTeam","2009-11",1,0,0,0
"7704",3852,"EPL","2009/2010",2009-11-01,"Man City",0,0,8,9,1,0,"D",0,"AwayTeam","2009-11",0,0,0,0
"7705",3853,"EPL","2009/2010",2009-11-04,"West Ham",2,1,11,12,2,0,"W",0,"HomeTeam","2009-11",1,0,0,0
"7706",3853,"EPL","2009/2010",2009-11-04,"Aston Villa",1,2,12,11,4,1,"L",0,"AwayTeam","2009-11",0,0,0,0
"7707",3854,"EPL","2009/2010",2009-11-07,"Aston Villa",5,1,17,16,1,0,"W",0,"HomeTeam","2009-11",1,0,0,0
"7708",3854,"EPL","2009/2010",2009-11-07,"Bolton",1,5,16,17,4,0,"L",0,"AwayTeam","2009-11",0,0,0,0
"7709",3855,"EPL","2009/2010",2009-11-07,"Blackburn",3,1,12,18,3,0,"W",0,"HomeTeam","2009-11",1,0,0,0
"7710",3855,"EPL","2009/2010",2009-11-07,"Portsmouth",1,3,18,12,3,0,"L",0,"AwayTeam","2009-11",0,0,0,0
"7711",3856,"EPL","2009/2010",2009-11-07,"Man City",3,3,10,11,1,0,"D",0,"HomeTeam","2009-11",1,0,0,0
"7712",3856,"EPL","2009/2010",2009-11-07,"Burnley",3,3,11,10,3,0,"D",0,"AwayTeam","2009-11",0,0,0,0
"7713",3857,"EPL","2009/2010",2009-11-07,"Tottenham",2,0,10,19,1,0,"W",0,"HomeTeam","2009-11",1,1,0,0
"7714",3857,"EPL","2009/2010",2009-11-07,"Sunderland",0,2,19,10,2,0,"L",0,"AwayTeam","2009-11",0,0,0,0
"7715",3858,"EPL","2009/2010",2009-11-07,"Wolves",1,4,9,15,2,0,"L",0,"HomeTeam","2009-11",1,0,0,0
"7716",3858,"EPL","2009/2010",2009-11-07,"Arsenal",4,1,15,9,3,0,"W",0,"AwayTeam","2009-11",0,1,0,0
"7717",3859,"EPL","2009/2010",2009-11-08,"Chelsea",1,0,13,15,3,0,"W",0,"HomeTeam","2009-11",1,1,0,0
"7718",3859,"EPL","2009/2010",2009-11-08,"Man United",0,1,15,13,3,0,"L",0,"AwayTeam","2009-11",0,1,0,0
"7719",3860,"EPL","2009/2010",2009-11-08,"Hull",2,1,12,14,1,0,"W",0,"HomeTeam","2009-11",1,0,0,0
"7720",3860,"EPL","2009/2010",2009-11-08,"Stoke",1,2,14,12,4,1,"L",0,"AwayTeam","2009-11",0,0,0,0
"7721",3861,"EPL","2009/2010",2009-11-08,"West Ham",1,2,12,18,0,0,"L",0,"HomeTeam","2009-11",1,0,0,0
"7722",3861,"EPL","2009/2010",2009-11-08,"Everton",2,1,18,12,5,0,"W",0,"AwayTeam","2009-11",0,0,0,0
"7723",3862,"EPL","2009/2010",2009-11-08,"Wigan",1,1,15,16,2,0,"D",0,"HomeTeam","2009-11",1,0,0,0
"7724",3862,"EPL","2009/2010",2009-11-08,"Fulham",1,1,16,15,1,0,"D",0,"AwayTeam","2009-11",0,0,0,0
"7725",3863,"EPL","2009/2010",2009-11-09,"Liverpool",2,2,7,9,1,0,"D",0,"HomeTeam","2009-11",1,0,0,0
"7726",3863,"EPL","2009/2010",2009-11-09,"Birmingham",2,2,9,7,2,0,"D",0,"AwayTeam","2009-11",0,0,0,0
"7727",3864,"EPL","2009/2010",2009-11-21,"Birmingham",1,0,7,9,1,0,"W",0,"HomeTeam","2009-11",1,0,0,0
"7728",3864,"EPL","2009/2010",2009-11-21,"Fulham",0,1,9,7,0,0,"L",0,"AwayTeam","2009-11",0,0,0,0
