"","id_match","league","season","date","team","goals_scored","goals_conceded","fouls_commited","fouls_opponent","yellow_cards","red_cards","result","VAR","status","month","team_status","postVar","treated"
"3597",1799,"Bundesliga 2","2022/2023",2023-04-30,"Holstein Kiel",0,3,17,14,1,0,"L",1,"HomeTeam","2023-04",1,1,1
"3598",1799,"Bundesliga 2","2022/2023",2023-04-30,"Darmstadt",3,0,14,17,1,0,"W",1,"AwayTeam","2023-04",0,1,1
"3599",1800,"Bundesliga 2","2022/2023",2023-04-30,"Sandhausen",2,1,16,9,2,0,"W",1,"HomeTeam","2023-04",1,1,1
"3600",1800,"Bundesliga 2","2022/2023",2023-04-30,"Regensburg",1,2,9,16,2,1,"L",1,"AwayTeam","2023-04",0,1,1
"3601",1801,"Bundesliga 2","2022/2023",2023-05-05,"Bielefeld",1,1,14,16,0,0,"D",1,"HomeTeam","2023-05",1,1,1
"3602",1801,"Bundesliga 2","2022/2023",2023-05-05,"Greuther Furth",1,1,16,14,1,0,"D",1,"AwayTeam","2023-05",0,1,1
"3603",1802,"Bundesliga 2","2022/2023",2023-05-05,"Hamburg",2,2,18,8,4,0,"D",1,"HomeTeam","2023-05",1,1,1
"3604",1802,"Bundesliga 2","2022/2023",2023-05-05,"Paderborn",2,2,8,18,1,0,"D",1,"AwayTeam","2023-05",0,1,1
"3605",1803,"Bundesliga 2","2022/2023",2023-05-06,"Fortuna Dusseldorf",3,0,7,18,0,0,"W",1,"HomeTeam","2023-05",1,1,1
"3606",1803,"Bundesliga 2","2022/2023",2023-05-06,"Holstein Kiel",0,3,18,7,1,0,"L",1,"AwayTeam","2023-05",0,1,1
"3607",1804,"Bundesliga 2","2022/2023",2023-05-06,"Hansa Rostock",2,0,13,11,1,0,"W",1,"HomeTeam","2023-05",1,1,1
"3608",1804,"Bundesliga 2","2022/2023",2023-05-06,"Regensburg",0,2,11,13,2,0,"L",1,"AwayTeam","2023-05",0,1,1
"3609",1805,"Bundesliga 2","2022/2023",2023-05-06,"Karlsruhe",2,1,14,6,1,0,"W",1,"HomeTeam","2023-05",1,1,1
"3610",1805,"Bundesliga 2","2022/2023",2023-05-06,"Hannover",1,2,6,14,0,0,"L",1,"AwayTeam","2023-05",0,1,1
"3611",1806,"Bundesliga 2","2022/2023",2023-05-06,"Darmstadt",0,3,13,15,2,0,"L",1,"HomeTeam","2023-05",1,1,1
"3612",1806,"Bundesliga 2","2022/2023",2023-05-06,"St Pauli",3,0,15,13,1,0,"W",1,"AwayTeam","2023-05",0,1,1
"3613",1807,"Bundesliga 2","2022/2023",2023-05-07,"Braunschweig",2,1,15,8,1,0,"W",1,"HomeTeam","2023-05",1,1,1
"3614",1807,"Bundesliga 2","2022/2023",2023-05-07,"Sandhausen",1,2,8,15,0,0,"L",1,"AwayTeam","2023-05",0,1,1
"3615",1808,"Bundesliga 2","2022/2023",2023-05-07,"Heidenheim",0,0,11,8,2,0,"D",1,"HomeTeam","2023-05",1,1,1
"3616",1808,"Bundesliga 2","2022/2023",2023-05-07,"Magdeburg",0,0,8,11,2,0,"D",1,"AwayTeam","2023-05",0,1,1
"3617",1809,"Bundesliga 2","2022/2023",2023-05-07,"Nurnberg",3,3,7,7,2,0,"D",1,"HomeTeam","2023-05",1,1,1
"3618",1809,"Bundesliga 2","2022/2023",2023-05-07,"Kaiserslautern",3,3,7,7,2,0,"D",1,"AwayTeam","2023-05",0,1,1
"3619",1810,"Bundesliga 2","2022/2023",2023-05-12,"Magdeburg",2,2,10,12,0,0,"D",1,"HomeTeam","2023-05",1,1,1
"3620",1810,"Bundesliga 2","2022/2023",2023-05-12,"Nurnberg",2,2,12,10,4,0,"D",1,"AwayTeam","2023-05",0,1,1
"3621",1811,"Bundesliga 2","2022/2023",2023-05-12,"Sandhausen",1,2,11,12,3,0,"L",1,"HomeTeam","2023-05",1,1,1
"3622",1811,"Bundesliga 2","2022/2023",2023-05-12,"Hansa Rostock",2,1,12,11,2,0,"W",1,"AwayTeam","2023-05",0,1,1
"3623",1812,"Bundesliga 2","2022/2023",2023-05-13,"Greuther Furth",2,2,6,9,0,0,"D",1,"HomeTeam","2023-05",1,1,1
"3624",1812,"Bundesliga 2","2022/2023",2023-05-13,"Braunschweig",2,2,9,6,2,0,"D",1,"AwayTeam","2023-05",0,1,1
"3625",1813,"Bundesliga 2","2022/2023",2023-05-13,"Holstein Kiel",2,1,13,8,1,0,"W",1,"HomeTeam","2023-05",1,1,1
"3626",1813,"Bundesliga 2","2022/2023",2023-05-13,"Karlsruhe",1,2,8,13,2,0,"L",1,"AwayTeam","2023-05",0,1,1
"3627",1814,"Bundesliga 2","2022/2023",2023-05-13,"Kaiserslautern",1,2,7,16,1,0,"L",1,"HomeTeam","2023-05",1,1,1
"3628",1814,"Bundesliga 2","2022/2023",2023-05-13,"Bielefeld",2,1,16,7,4,0,"W",1,"AwayTeam","2023-05",0,1,1
"3629",1815,"Bundesliga 2","2022/2023",2023-05-13,"St Pauli",0,0,10,13,1,0,"D",1,"HomeTeam","2023-05",1,1,1
"3630",1815,"Bundesliga 2","2022/2023",2023-05-13,"Fortuna Dusseldorf",0,0,13,10,4,0,"D",1,"AwayTeam","2023-05",0,1,1
"3631",1816,"Bundesliga 2","2022/2023",2023-05-14,"Hannover",2,1,15,15,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3632",1816,"Bundesliga 2","2022/2023",2023-05-14,"Darmstadt",1,2,15,15,5,2,"L",1,"AwayTeam","2023-05",0,1,1
"3633",1817,"Bundesliga 2","2022/2023",2023-05-14,"Paderborn",3,2,9,8,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3634",1817,"Bundesliga 2","2022/2023",2023-05-14,"Heidenheim",2,3,8,9,1,0,"L",1,"AwayTeam","2023-05",0,1,1
"3635",1818,"Bundesliga 2","2022/2023",2023-05-14,"Regensburg",1,5,13,10,3,0,"L",1,"HomeTeam","2023-05",1,1,1
"3636",1818,"Bundesliga 2","2022/2023",2023-05-14,"Hamburg",5,1,10,13,1,0,"W",1,"AwayTeam","2023-05",0,1,1
"3637",1819,"Bundesliga 2","2022/2023",2023-05-19,"Darmstadt",1,0,14,17,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3638",1819,"Bundesliga 2","2022/2023",2023-05-19,"Magdeburg",0,1,17,14,3,0,"L",1,"AwayTeam","2023-05",0,1,1
"3639",1820,"Bundesliga 2","2022/2023",2023-05-19,"Holstein Kiel",3,4,12,10,4,0,"L",1,"HomeTeam","2023-05",1,1,1
"3640",1820,"Bundesliga 2","2022/2023",2023-05-19,"St Pauli",4,3,10,12,2,1,"W",1,"AwayTeam","2023-05",0,1,1
"3641",1821,"Bundesliga 2","2022/2023",2023-05-20,"Bielefeld",2,2,7,11,1,0,"D",1,"HomeTeam","2023-05",1,1,1
"3642",1821,"Bundesliga 2","2022/2023",2023-05-20,"Paderborn",2,2,11,7,0,0,"D",1,"AwayTeam","2023-05",0,1,1
"3643",1822,"Bundesliga 2","2022/2023",2023-05-20,"Braunschweig",1,2,11,13,2,0,"L",1,"HomeTeam","2023-05",1,1,1
"3644",1822,"Bundesliga 2","2022/2023",2023-05-20,"Regensburg",2,1,13,11,5,1,"W",1,"AwayTeam","2023-05",0,1,1
"3645",1823,"Bundesliga 2","2022/2023",2023-05-20,"Heidenheim",1,0,11,11,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3646",1823,"Bundesliga 2","2022/2023",2023-05-20,"Sandhausen",0,1,11,11,3,0,"L",1,"AwayTeam","2023-05",0,1,1
"3647",1824,"Bundesliga 2","2022/2023",2023-05-20,"Hamburg",2,1,18,12,5,1,"W",1,"HomeTeam","2023-05",1,1,1
"3648",1824,"Bundesliga 2","2022/2023",2023-05-20,"Greuther Furth",1,2,12,18,2,1,"L",1,"AwayTeam","2023-05",0,1,1
"3649",1825,"Bundesliga 2","2022/2023",2023-05-21,"Fortuna Dusseldorf",3,3,9,10,3,0,"D",1,"HomeTeam","2023-05",1,1,1
"3650",1825,"Bundesliga 2","2022/2023",2023-05-21,"Hannover",3,3,10,9,2,0,"D",1,"AwayTeam","2023-05",0,1,1
"3651",1826,"Bundesliga 2","2022/2023",2023-05-21,"Karlsruhe",2,0,15,14,3,0,"W",1,"HomeTeam","2023-05",1,1,1
"3652",1826,"Bundesliga 2","2022/2023",2023-05-21,"Kaiserslautern",0,2,14,15,3,0,"L",1,"AwayTeam","2023-05",0,1,1
"3653",1827,"Bundesliga 2","2022/2023",2023-05-21,"Nurnberg",0,0,6,17,1,0,"D",1,"HomeTeam","2023-05",1,1,1
"3654",1827,"Bundesliga 2","2022/2023",2023-05-21,"Hansa Rostock",0,0,17,6,5,0,"D",1,"AwayTeam","2023-05",0,1,1
"3655",1828,"Bundesliga 2","2022/2023",2023-05-28,"Greuther Furth",4,0,15,14,0,0,"W",1,"HomeTeam","2023-05",1,1,1
"3656",1828,"Bundesliga 2","2022/2023",2023-05-28,"Darmstadt",0,4,14,15,3,1,"L",1,"AwayTeam","2023-05",0,1,1
"3657",1829,"Bundesliga 2","2022/2023",2023-05-28,"Hannover",1,5,6,11,0,0,"L",1,"HomeTeam","2023-05",1,1,1
"3658",1829,"Bundesliga 2","2022/2023",2023-05-28,"Holstein Kiel",5,1,11,6,1,0,"W",1,"AwayTeam","2023-05",0,1,1
"3659",1830,"Bundesliga 2","2022/2023",2023-05-28,"Hansa Rostock",2,1,11,10,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3660",1830,"Bundesliga 2","2022/2023",2023-05-28,"Braunschweig",1,2,10,11,3,1,"L",1,"AwayTeam","2023-05",0,1,1
"3661",1831,"Bundesliga 2","2022/2023",2023-05-28,"Kaiserslautern",0,3,11,12,1,1,"L",1,"HomeTeam","2023-05",1,1,1
"3662",1831,"Bundesliga 2","2022/2023",2023-05-28,"Fortuna Dusseldorf",3,0,12,11,3,0,"W",1,"AwayTeam","2023-05",0,1,1
"3663",1832,"Bundesliga 2","2022/2023",2023-05-28,"Magdeburg",4,0,10,14,2,0,"W",1,"HomeTeam","2023-05",1,1,1
"3664",1832,"Bundesliga 2","2022/2023",2023-05-28,"Bielefeld",0,4,14,10,1,0,"L",1,"AwayTeam","2023-05",0,1,1
"3665",1833,"Bundesliga 2","2022/2023",2023-05-28,"Paderborn",0,1,15,11,2,0,"L",1,"HomeTeam","2023-05",1,1,1
"3666",1833,"Bundesliga 2","2022/2023",2023-05-28,"Nurnberg",1,0,11,15,2,0,"W",1,"AwayTeam","2023-05",0,1,1
"3667",1834,"Bundesliga 2","2022/2023",2023-05-28,"Regensburg",2,3,21,11,6,0,"L",1,"HomeTeam","2023-05",1,1,1
"3668",1834,"Bundesliga 2","2022/2023",2023-05-28,"Heidenheim",3,2,11,21,0,0,"W",1,"AwayTeam","2023-05",0,1,1
"3669",1835,"Bundesliga 2","2022/2023",2023-05-28,"Sandhausen",0,1,8,10,1,0,"L",1,"HomeTeam","2023-05",1,1,1
"3670",1835,"Bundesliga 2","2022/2023",2023-05-28,"Hamburg",1,0,10,8,3,0,"W",1,"AwayTeam","2023-05",0,1,1
"3671",1836,"Bundesliga 2","2022/2023",2023-05-28,"St Pauli",1,1,5,13,3,0,"D",1,"HomeTeam","2023-05",1,1,1
"3672",1836,"Bundesliga 2","2022/2023",2023-05-28,"Karlsruhe",1,1,13,5,3,0,"D",1,"AwayTeam","2023-05",0,1,1
"3673",1837,"Bundesliga 2","2023/2024",2023-07-28,"Hamburg",5,3,10,13,3,0,"W",1,"HomeTeam","2023-07",1,1,1
"3674",1837,"Bundesliga 2","2023/2024",2023-07-28,"Schalke 04",3,5,13,10,3,1,"L",1,"AwayTeam","2023-07",0,1,1
"3675",1838,"Bundesliga 2","2023/2024",2023-07-29,"Hannover",2,2,5,18,3,0,"D",1,"HomeTeam","2023-07",1,1,1
"3676",1838,"Bundesliga 2","2023/2024",2023-07-29,"Elversberg",2,2,18,5,4,0,"D",1,"AwayTeam","2023-07",0,1,1
"3677",1839,"Bundesliga 2","2023/2024",2023-07-29,"Kaiserslautern",1,2,11,10,2,0,"L",1,"HomeTeam","2023-07",1,1,1
"3678",1839,"Bundesliga 2","2023/2024",2023-07-29,"St Pauli",2,1,10,11,1,0,"W",1,"AwayTeam","2023-07",0,1,1
"3679",1840,"Bundesliga 2","2023/2024",2023-07-29,"Osnabruck",2,3,11,9,3,1,"L",1,"HomeTeam","2023-07",1,1,1
"3680",1840,"Bundesliga 2","2023/2024",2023-07-29,"Karlsruhe",3,2,9,11,2,0,"W",1,"AwayTeam","2023-07",0,1,1
"3681",1841,"Bundesliga 2","2023/2024",2023-07-29,"Wehen",1,1,10,18,2,1,"D",1,"HomeTeam","2023-07",1,1,1
"3682",1841,"Bundesliga 2","2023/2024",2023-07-29,"Magdeburg",1,1,18,10,3,0,"D",1,"AwayTeam","2023-07",0,1,1
"3683",1842,"Bundesliga 2","2023/2024",2023-07-29,"Fortuna Dusseldorf",1,0,13,11,3,0,"W",1,"HomeTeam","2023-07",1,1,1
"3684",1842,"Bundesliga 2","2023/2024",2023-07-29,"Hertha",0,1,11,13,2,0,"L",1,"AwayTeam","2023-07",0,1,1
"3685",1843,"Bundesliga 2","2023/2024",2023-07-30,"Braunschweig",0,1,10,13,3,1,"L",1,"HomeTeam","2023-07",1,1,1
"3686",1843,"Bundesliga 2","2023/2024",2023-07-30,"Holstein Kiel",1,0,13,10,1,0,"W",1,"AwayTeam","2023-07",0,1,1
"3687",1844,"Bundesliga 2","2023/2024",2023-07-30,"Greuther Furth",5,0,9,5,1,0,"W",1,"HomeTeam","2023-07",1,1,1
"3688",1844,"Bundesliga 2","2023/2024",2023-07-30,"Paderborn",0,5,5,9,1,1,"L",1,"AwayTeam","2023-07",0,1,1
"3689",1845,"Bundesliga 2","2023/2024",2023-07-30,"Hansa Rostock",2,0,15,13,3,0,"W",1,"HomeTeam","2023-07",1,1,1
"3690",1845,"Bundesliga 2","2023/2024",2023-07-30,"Nurnberg",0,2,13,15,4,0,"L",1,"AwayTeam","2023-07",0,1,1
"3691",1846,"Bundesliga 2","2023/2024",2023-08-04,"Hertha",0,1,9,9,2,0,"L",1,"HomeTeam","2023-08",1,1,1
"3692",1846,"Bundesliga 2","2023/2024",2023-08-04,"Wehen",1,0,9,9,3,0,"W",1,"AwayTeam","2023-08",0,1,1
"3693",1847,"Bundesliga 2","2023/2024",2023-08-04,"Paderborn",1,1,11,12,1,0,"D",1,"HomeTeam","2023-08",1,1,1
"3694",1847,"Bundesliga 2","2023/2024",2023-08-04,"Osnabruck",1,1,12,11,0,0,"D",1,"AwayTeam","2023-08",0,1,1
"3695",1848,"Bundesliga 2","2023/2024",2023-08-05,"Elversberg",1,2,12,15,3,0,"L",1,"HomeTeam","2023-08",1,1,1
"3696",1848,"Bundesliga 2","2023/2024",2023-08-05,"Hansa Rostock",2,1,15,12,4,0,"W",1,"AwayTeam","2023-08",0,1,1
"3697",1849,"Bundesliga 2","2023/2024",2023-08-05,"Holstein Kiel",2,1,14,16,2,0,"W",1,"HomeTeam","2023-08",1,1,1
"3698",1849,"Bundesliga 2","2023/2024",2023-08-05,"Greuther Furth",1,2,16,14,2,0,"L",1,"AwayTeam","2023-08",0,1,1
"3699",1850,"Bundesliga 2","2023/2024",2023-08-05,"St Pauli",0,0,11,8,2,1,"D",1,"HomeTeam","2023-08",1,1,1
"3700",1850,"Bundesliga 2","2023/2024",2023-08-05,"Fortuna Dusseldorf",0,0,8,11,1,0,"D",1,"AwayTeam","2023-08",0,1,1
"3701",1851,"Bundesliga 2","2023/2024",2023-08-05,"Schalke 04",3,0,14,12,1,0,"W",1,"HomeTeam","2023-08",1,1,1
"3702",1851,"Bundesliga 2","2023/2024",2023-08-05,"Kaiserslautern",0,3,12,14,3,2,"L",1,"AwayTeam","2023-08",0,1,1
"3703",1852,"Bundesliga 2","2023/2024",2023-08-06,"Karlsruhe",2,2,6,14,3,0,"D",1,"HomeTeam","2023-08",1,1,1
"3704",1852,"Bundesliga 2","2023/2024",2023-08-06,"Hamburg",2,2,14,6,2,0,"D",1,"AwayTeam","2023-08",0,1,1
"3705",1853,"Bundesliga 2","2023/2024",2023-08-06,"Magdeburg",2,1,7,20,1,0,"W",1,"HomeTeam","2023-08",1,1,1
"3706",1853,"Bundesliga 2","2023/2024",2023-08-06,"Braunschweig",1,2,20,7,3,0,"L",1,"AwayTeam","2023-08",0,1,1
"3707",1854,"Bundesliga 2","2023/2024",2023-08-06,"Nurnberg",2,2,20,14,6,0,"D",1,"HomeTeam","2023-08",1,1,1
"3708",1854,"Bundesliga 2","2023/2024",2023-08-06,"Hannover",2,2,14,20,2,0,"D",1,"AwayTeam","2023-08",0,1,1
"3709",1855,"Bundesliga 2","2023/2024",2023-08-18,"Kaiserslautern",3,2,11,12,3,0,"W",1,"HomeTeam","2023-08",1,1,1
"3710",1855,"Bundesliga 2","2023/2024",2023-08-18,"Elversberg",2,3,12,11,1,0,"L",1,"AwayTeam","2023-08",0,1,1
"3711",1856,"Bundesliga 2","2023/2024",2023-08-18,"Wehen",1,0,14,2,3,0,"W",1,"HomeTeam","2023-08",1,1,1
"3712",1856,"Bundesliga 2","2023/2024",2023-08-18,"Karlsruhe",0,1,2,14,1,0,"L",1,"AwayTeam","2023-08",0,1,1
"3713",1857,"Bundesliga 2","2023/2024",2023-08-19,"Fortuna Dusseldorf",1,2,6,20,0,0,"L",1,"HomeTeam","2023-08",1,1,1
"3714",1857,"Bundesliga 2","2023/2024",2023-08-19,"Paderborn",2,1,20,6,3,0,"W",1,"AwayTeam","2023-08",0,1,1
"3715",1858,"Bundesliga 2","2023/2024",2023-08-19,"Greuther Furth",0,0,11,17,1,0,"D",1,"HomeTeam","2023-08",1,1,1
"3716",1858,"Bundesliga 2","2023/2024",2023-08-19,"St Pauli",0,0,17,11,5,0,"D",1,"AwayTeam","2023-08",0,1,1
"3717",1859,"Bundesliga 2","2023/2024",2023-08-19,"Hansa Rostock",1,2,13,11,3,0,"L",1,"HomeTeam","2023-08",1,1,1
"3718",1859,"Bundesliga 2","2023/2024",2023-08-19,"Hannover",2,1,11,13,1,0,"W",1,"AwayTeam","2023-08",0,1,1
"3719",1860,"Bundesliga 2","2023/2024",2023-08-19,"Hamburg",3,0,10,7,2,0,"W",1,"HomeTeam","2023-08",1,1,1
"3720",1860,"Bundesliga 2","2023/2024",2023-08-19,"Hertha",0,3,7,10,2,0,"L",1,"AwayTeam","2023-08",0,1,1
"3721",1861,"Bundesliga 2","2023/2024",2023-08-20,"Braunschweig",1,0,15,12,3,1,"W",1,"HomeTeam","2023-08",1,1,1
"3722",1861,"Bundesliga 2","2023/2024",2023-08-20,"Schalke 04",0,1,12,15,0,0,"L",1,"AwayTeam","2023-08",0,1,1
"3723",1862,"Bundesliga 2","2023/2024",2023-08-20,"Holstein Kiel",2,4,23,12,1,0,"L",1,"HomeTeam","2023-08",1,1,1
"3724",1862,"Bundesliga 2","2023/2024",2023-08-20,"Magdeburg",4,2,12,23,2,0,"W",1,"AwayTeam","2023-08",0,1,1
"3725",1863,"Bundesliga 2","2023/2024",2023-08-20,"Osnabruck",2,3,13,8,2,0,"L",1,"HomeTeam","2023-08",1,1,1
"3726",1863,"Bundesliga 2","2023/2024",2023-08-20,"Nurnberg",3,2,8,13,2,0,"W",1,"AwayTeam","2023-08",0,1,1
"3727",1864,"Bundesliga 2","2023/2024",2023-08-25,"Paderborn",1,2,17,12,2,0,"L",1,"HomeTeam","2023-08",1,1,1
"3728",1864,"Bundesliga 2","2023/2024",2023-08-25,"Kaiserslautern",2,1,12,17,5,0,"W",1,"AwayTeam","2023-08",0,1,1
"3729",1865,"Bundesliga 2","2023/2024",2023-08-25,"Schalke 04",0,2,11,13,1,1,"L",1,"HomeTeam","2023-08",1,1,1
"3730",1865,"Bundesliga 2","2023/2024",2023-08-25,"Holstein Kiel",2,0,13,11,1,0,"W",1,"AwayTeam","2023-08",0,1,1
"3731",1866,"Bundesliga 2","2023/2024",2023-08-26,"Elversberg",0,5,6,9,1,0,"L",1,"HomeTeam","2023-08",1,1,1
"3732",1866,"Bundesliga 2","2023/2024",2023-08-26,"Fortuna Dusseldorf",5,0,9,6,3,0,"W",1,"AwayTeam","2023-08",0,1,1
"3733",1867,"Bundesliga 2","2023/2024",2023-08-26,"Hansa Rostock",2,1,17,10,3,0,"W",1,"HomeTeam","2023-08",1,1,1
"3734",1867,"Bundesliga 2","2023/2024",2023-08-26,"Osnabruck",1,2,10,17,0,0,"L",1,"AwayTeam","2023-08",0,1,1
"3735",1868,"Bundesliga 2","2023/2024",2023-08-26,"Hertha",5,0,18,9,1,0,"W",1,"HomeTeam","2023-08",1,1,1
"3736",1868,"Bundesliga 2","2023/2024",2023-08-26,"Greuther Furth",0,5,9,18,1,0,"L",1,"AwayTeam","2023-08",0,1,1
"3737",1869,"Bundesliga 2","2023/2024",2023-08-26,"Hannover",0,1,13,13,1,0,"L",1,"HomeTeam","2023-08",1,1,1
"3738",1869,"Bundesliga 2","2023/2024",2023-08-26,"Hamburg",1,0,13,13,4,1,"W",1,"AwayTeam","2023-08",0,1,1
"3739",1870,"Bundesliga 2","2023/2024",2023-08-27,"Karlsruhe",2,0,11,4,1,0,"W",1,"HomeTeam","2023-08",1,1,1
"3740",1870,"Bundesliga 2","2023/2024",2023-08-27,"Braunschweig",0,2,4,11,1,1,"L",1,"AwayTeam","2023-08",0,1,1
"3741",1871,"Bundesliga 2","2023/2024",2023-08-27,"Nurnberg",2,1,12,17,2,1,"W",1,"HomeTeam","2023-08",1,1,1
"3742",1871,"Bundesliga 2","2023/2024",2023-08-27,"Wehen",1,2,17,12,6,2,"L",1,"AwayTeam","2023-08",0,1,1
"3743",1872,"Bundesliga 2","2023/2024",2023-08-27,"St Pauli",0,0,9,9,2,0,"D",1,"HomeTeam","2023-08",1,1,1
"3744",1872,"Bundesliga 2","2023/2024",2023-08-27,"Magdeburg",0,0,9,9,3,0,"D",1,"AwayTeam","2023-08",0,1,1
"3745",1873,"Bundesliga 2","2023/2024",2023-09-01,"Braunschweig",1,1,11,11,2,0,"D",1,"HomeTeam","2023-09",1,1,1
"3746",1873,"Bundesliga 2","2023/2024",2023-09-01,"St Pauli",1,1,11,11,3,0,"D",1,"AwayTeam","2023-09",0,1,1
"3747",1874,"Bundesliga 2","2023/2024",2023-09-01,"Fortuna Dusseldorf",3,1,8,10,1,0,"W",1,"HomeTeam","2023-09",1,1,1
"3748",1874,"Bundesliga 2","2023/2024",2023-09-01,"Karlsruhe",1,3,10,8,3,0,"L",1,"AwayTeam","2023-09",0,1,1
"3749",1875,"Bundesliga 2","2023/2024",2023-09-02,"Holstein Kiel",2,1,9,9,3,0,"W",1,"HomeTeam","2023-09",1,1,1
"3750",1875,"Bundesliga 2","2023/2024",2023-09-02,"Paderborn",1,2,9,9,3,0,"L",1,"AwayTeam","2023-09",0,1,1
"3751",1876,"Bundesliga 2","2023/2024",2023-09-02,"Magdeburg",6,4,6,9,2,0,"W",1,"HomeTeam","2023-09",1,1,1
"3752",1876,"Bundesliga 2","2023/2024",2023-09-02,"Hertha",4,6,9,6,3,0,"L",1,"AwayTeam","2023-09",0,1,1
"3753",1877,"Bundesliga 2","2023/2024",2023-09-02,"Wehen",1,1,17,10,4,0,"D",1,"HomeTeam","2023-09",1,1,1
"3754",1877,"Bundesliga 2","2023/2024",2023-09-02,"Schalke 04",1,1,10,17,2,0,"D",1,"AwayTeam","2023-09",0,1,1
"3755",1878,"Bundesliga 2","2023/2024",2023-09-02,"Kaiserslautern",3,1,12,14,1,0,"W",1,"HomeTeam","2023-09",1,1,1
"3756",1878,"Bundesliga 2","2023/2024",2023-09-02,"Nurnberg",1,3,14,12,2,1,"L",1,"AwayTeam","2023-09",0,1,1
"3757",1879,"Bundesliga 2","2023/2024",2023-09-03,"Greuther Furth",1,3,11,11,1,0,"L",1,"HomeTeam","2023-09",1,1,1
"3758",1879,"Bundesliga 2","2023/2024",2023-09-03,"Hannover",3,1,11,11,2,0,"W",1,"AwayTeam","2023-09",0,1,1
"3759",1880,"Bundesliga 2","2023/2024",2023-09-03,"Hamburg",2,0,14,15,2,0,"W",1,"HomeTeam","2023-09",1,1,1
"3760",1880,"Bundesliga 2","2023/2024",2023-09-03,"Hansa Rostock",0,2,15,14,5,0,"L",1,"AwayTeam","2023-09",0,1,1
"3761",1881,"Bundesliga 2","2023/2024",2023-09-03,"Osnabruck",0,1,16,13,1,0,"L",1,"HomeTeam","2023-09",1,1,1
"3762",1881,"Bundesliga 2","2023/2024",2023-09-03,"Elversberg",1,0,13,16,2,0,"W",1,"AwayTeam","2023-09",0,1,1
"3763",1882,"Bundesliga 2","2023/2024",2023-09-15,"Nurnberg",1,1,14,17,2,0,"D",1,"HomeTeam","2023-09",1,1,1
"3764",1882,"Bundesliga 2","2023/2024",2023-09-15,"Greuther Furth",1,1,17,14,3,0,"D",1,"AwayTeam","2023-09",0,1,1
"3765",1883,"Bundesliga 2","2023/2024",2023-09-15,"Paderborn",2,1,14,12,3,0,"W",1,"HomeTeam","2023-09",1,1,1
"3766",1883,"Bundesliga 2","2023/2024",2023-09-15,"Wehen",1,2,12,14,2,0,"L",1,"AwayTeam","2023-09",0,1,1
"3767",1884,"Bundesliga 2","2023/2024",2023-09-16,"Elversberg",2,1,12,9,3,0,"W",1,"HomeTeam","2023-09",1,1,1
"3768",1884,"Bundesliga 2","2023/2024",2023-09-16,"Hamburg",1,2,9,12,2,0,"L",1,"AwayTeam","2023-09",0,1,1
"3769",1885,"Bundesliga 2","2023/2024",2023-09-16,"Hansa Rostock",1,3,11,9,2,0,"L",1,"HomeTeam","2023-09",1,1,1
"3770",1885,"Bundesliga 2","2023/2024",2023-09-16,"Fortuna Dusseldorf",3,1,9,11,2,0,"W",1,"AwayTeam","2023-09",0,1,1
"3771",1886,"Bundesliga 2","2023/2024",2023-09-16,"Karlsruhe",1,1,10,14,0,0,"D",1,"HomeTeam","2023-09",1,1,1
"3772",1886,"Bundesliga 2","2023/2024",2023-09-16,"Kaiserslautern",1,1,14,10,1,0,"D",1,"AwayTeam","2023-09",0,1,1
"3773",1887,"Bundesliga 2","2023/2024",2023-09-16,"Schalke 04",4,3,22,12,4,0,"W",1,"HomeTeam","2023-09",1,1,1
"3774",1887,"Bundesliga 2","2023/2024",2023-09-16,"Magdeburg",3,4,12,22,4,1,"L",1,"AwayTeam","2023-09",0,1,1
"3775",1888,"Bundesliga 2","2023/2024",2023-09-17,"Hannover",7,0,13,9,0,0,"W",1,"HomeTeam","2023-09",1,1,1
"3776",1888,"Bundesliga 2","2023/2024",2023-09-17,"Osnabruck",0,7,9,13,2,1,"L",1,"AwayTeam","2023-09",0,1,1
"3777",1889,"Bundesliga 2","2023/2024",2023-09-17,"Hertha",3,0,11,11,2,0,"W",1,"HomeTeam","2023-09",1,1,1
"3778",1889,"Bundesliga 2","2023/2024",2023-09-17,"Braunschweig",0,3,11,11,0,0,"L",1,"AwayTeam","2023-09",0,1,1
"3779",1890,"Bundesliga 2","2023/2024",2023-09-17,"St Pauli",5,1,13,16,3,0,"W",1,"HomeTeam","2023-09",1,1,1
"3780",1890,"Bundesliga 2","2023/2024",2023-09-17,"Holstein Kiel",1,5,16,13,3,0,"L",1,"AwayTeam","2023-09",0,1,1
"3781",1891,"Bundesliga 2","2023/2024",2023-09-22,"Magdeburg",1,1,14,12,4,0,"D",1,"HomeTeam","2023-09",1,1,1
"3782",1891,"Bundesliga 2","2023/2024",2023-09-22,"Paderborn",1,1,12,14,1,0,"D",1,"AwayTeam","2023-09",0,1,1
"3783",1892,"Bundesliga 2","2023/2024",2023-09-22,"Osnabruck",2,1,10,15,5,0,"W",1,"HomeTeam","2023-09",1,1,1
