"","id_match","league","season","date","team","goals_scored","goals_conceded","fouls_commited","fouls_opponent","yellow_cards","red_cards","result","VAR","status","month","team_status","postVar","treated"
"5824",2912,"Championship","2018/2019",2018-11-27,"Norwich",0,0,8,9,0,0,"D",0,"AwayTeam","2018-11",0,0,0
"5825",2913,"Championship","2018/2019",2018-11-27,"Leeds",1,0,12,9,3,0,"W",0,"HomeTeam","2018-11",1,0,0
"5826",2913,"Championship","2018/2019",2018-11-27,"Reading",0,1,9,12,2,0,"L",0,"AwayTeam","2018-11",0,0,0
"5827",2914,"Championship","2018/2019",2018-11-27,"Preston",1,1,15,14,1,0,"D",0,"HomeTeam","2018-11",1,0,0
"5828",2914,"Championship","2018/2019",2018-11-27,"Middlesbrough",1,1,14,15,4,0,"D",0,"AwayTeam","2018-11",0,0,0
"5829",2915,"Championship","2018/2019",2018-11-27,"Rotherham",2,2,15,10,0,0,"D",0,"HomeTeam","2018-11",1,0,0
"5830",2915,"Championship","2018/2019",2018-11-27,"QPR",2,2,10,15,2,0,"D",0,"AwayTeam","2018-11",0,0,0
"5831",2916,"Championship","2018/2019",2018-11-27,"Sheffield Weds",1,0,13,19,1,0,"W",0,"HomeTeam","2018-11",1,0,0
"5832",2916,"Championship","2018/2019",2018-11-27,"Bolton",0,1,19,13,0,0,"L",0,"AwayTeam","2018-11",0,0,0
"5833",2917,"Championship","2018/2019",2018-11-28,"Aston Villa",5,5,9,18,3,0,"D",0,"HomeTeam","2018-11",1,0,0
"5834",2917,"Championship","2018/2019",2018-11-28,"Nott'm Forest",5,5,18,9,3,1,"D",0,"AwayTeam","2018-11",0,0,0
"5835",2918,"Championship","2018/2019",2018-11-28,"Ipswich",2,3,13,9,3,0,"L",0,"HomeTeam","2018-11",1,0,0
"5836",2918,"Championship","2018/2019",2018-11-28,"Bristol City",3,2,9,13,1,0,"W",0,"AwayTeam","2018-11",0,0,0
"5837",2919,"Championship","2018/2019",2018-11-28,"Millwall",0,2,8,12,1,1,"L",0,"HomeTeam","2018-11",1,0,0
"5838",2919,"Championship","2018/2019",2018-11-28,"Birmingham",2,0,12,8,2,0,"W",0,"AwayTeam","2018-11",0,0,0
"5839",2920,"Championship","2018/2019",2018-11-28,"Stoke",2,1,12,10,2,1,"W",0,"HomeTeam","2018-11",1,0,0
"5840",2920,"Championship","2018/2019",2018-11-28,"Derby",1,2,10,12,3,0,"L",0,"AwayTeam","2018-11",0,0,0
"5841",2921,"Championship","2018/2019",2018-11-28,"Swansea",1,2,11,11,2,0,"L",0,"HomeTeam","2018-11",1,0,0
"5842",2921,"Championship","2018/2019",2018-11-28,"West Brom",2,1,11,11,0,0,"W",0,"AwayTeam","2018-11",0,0,0
"5843",2922,"Championship","2018/2019",2018-11-28,"Wigan",3,1,10,15,3,0,"W",0,"HomeTeam","2018-11",1,0,0
"5844",2922,"Championship","2018/2019",2018-11-28,"Blackburn",1,3,15,10,1,0,"L",0,"AwayTeam","2018-11",0,0,0
"5845",2923,"Championship","2018/2019",2018-12-01,"Birmingham",3,0,10,8,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5846",2923,"Championship","2018/2019",2018-12-01,"Preston",0,3,8,10,0,0,"L",0,"AwayTeam","2018-12",0,0,0
"5847",2924,"Championship","2018/2019",2018-12-01,"Blackburn",4,2,14,14,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5848",2924,"Championship","2018/2019",2018-12-01,"Sheffield Weds",2,4,14,14,1,0,"L",0,"AwayTeam","2018-12",0,0,0
"5849",2925,"Championship","2018/2019",2018-12-01,"Bolton",1,1,12,14,3,0,"D",0,"HomeTeam","2018-12",1,0,0
"5850",2925,"Championship","2018/2019",2018-12-01,"Wigan",1,1,14,12,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5851",2926,"Championship","2018/2019",2018-12-01,"Derby",2,1,7,7,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5852",2926,"Championship","2018/2019",2018-12-01,"Swansea",1,2,7,7,0,0,"L",0,"AwayTeam","2018-12",0,0,0
"5853",2927,"Championship","2018/2019",2018-12-01,"Middlesbrough",0,3,12,11,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5854",2927,"Championship","2018/2019",2018-12-01,"Aston Villa",3,0,11,12,0,0,"W",0,"AwayTeam","2018-12",0,0,0
"5855",2928,"Championship","2018/2019",2018-12-01,"Norwich",3,1,7,14,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5856",2928,"Championship","2018/2019",2018-12-01,"Rotherham",1,3,14,7,0,0,"L",0,"AwayTeam","2018-12",0,0,0
"5857",2929,"Championship","2018/2019",2018-12-01,"Nott'm Forest",2,0,11,14,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5858",2929,"Championship","2018/2019",2018-12-01,"Ipswich",0,2,14,11,1,0,"L",0,"AwayTeam","2018-12",0,0,0
"5859",2930,"Championship","2018/2019",2018-12-01,"QPR",2,3,10,11,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5860",2930,"Championship","2018/2019",2018-12-01,"Hull",3,2,11,10,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5861",2931,"Championship","2018/2019",2018-12-01,"Reading",2,2,7,6,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5862",2931,"Championship","2018/2019",2018-12-01,"Stoke",2,2,6,7,1,0,"D",0,"AwayTeam","2018-12",0,0,0
"5863",2932,"Championship","2018/2019",2018-12-01,"Sheffield United",0,1,14,9,4,0,"L",0,"HomeTeam","2018-12",1,0,0
"5864",2932,"Championship","2018/2019",2018-12-01,"Leeds",1,0,9,14,3,0,"W",0,"AwayTeam","2018-12",0,0,0
"5865",2933,"Championship","2018/2019",2018-12-02,"Bristol City",1,1,8,12,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5866",2933,"Championship","2018/2019",2018-12-02,"Millwall",1,1,12,8,3,0,"D",0,"AwayTeam","2018-12",0,0,0
"5867",2934,"Championship","2018/2019",2018-12-03,"West Brom",1,1,9,9,0,0,"D",0,"HomeTeam","2018-12",1,0,0
"5868",2934,"Championship","2018/2019",2018-12-03,"Brentford",1,1,9,9,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5869",2935,"Championship","2018/2019",2018-12-07,"West Brom",2,2,17,12,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5870",2935,"Championship","2018/2019",2018-12-07,"Aston Villa",2,2,12,17,1,0,"D",0,"AwayTeam","2018-12",0,0,0
"5871",2936,"Championship","2018/2019",2018-12-08,"Birmingham",0,1,16,12,4,0,"L",0,"HomeTeam","2018-12",1,0,0
"5872",2936,"Championship","2018/2019",2018-12-08,"Bristol City",1,0,12,16,3,0,"W",0,"AwayTeam","2018-12",0,0,0
"5873",2937,"Championship","2018/2019",2018-12-08,"Brentford",2,3,11,9,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5874",2937,"Championship","2018/2019",2018-12-08,"Swansea",3,2,9,11,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5875",2938,"Championship","2018/2019",2018-12-08,"Leeds",2,1,11,21,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5876",2938,"Championship","2018/2019",2018-12-08,"QPR",1,2,21,11,4,0,"L",0,"AwayTeam","2018-12",0,0,0
"5877",2939,"Championship","2018/2019",2018-12-08,"Middlesbrough",1,1,14,12,2,1,"D",0,"HomeTeam","2018-12",1,0,0
"5878",2939,"Championship","2018/2019",2018-12-08,"Blackburn",1,1,12,14,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5879",2940,"Championship","2018/2019",2018-12-08,"Millwall",2,2,7,11,0,0,"D",0,"HomeTeam","2018-12",1,0,0
"5880",2940,"Championship","2018/2019",2018-12-08,"Hull",2,2,11,7,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5881",2941,"Championship","2018/2019",2018-12-08,"Norwich",3,2,7,13,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5882",2941,"Championship","2018/2019",2018-12-08,"Bolton",2,3,13,7,1,1,"L",0,"AwayTeam","2018-12",0,0,0
"5883",2942,"Championship","2018/2019",2018-12-08,"Nott'm Forest",0,1,11,12,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5884",2942,"Championship","2018/2019",2018-12-08,"Preston",1,0,12,11,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5885",2943,"Championship","2018/2019",2018-12-08,"Reading",0,2,10,17,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5886",2943,"Championship","2018/2019",2018-12-08,"Sheffield United",2,0,17,10,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5887",2944,"Championship","2018/2019",2018-12-08,"Sheffield Weds",2,2,12,7,1,0,"D",0,"HomeTeam","2018-12",1,0,0
"5888",2944,"Championship","2018/2019",2018-12-08,"Rotherham",2,2,7,12,0,0,"D",0,"AwayTeam","2018-12",0,0,0
"5889",2945,"Championship","2018/2019",2018-12-08,"Stoke",2,0,16,15,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5890",2945,"Championship","2018/2019",2018-12-08,"Ipswich",0,2,15,16,1,0,"L",0,"AwayTeam","2018-12",0,0,0
"5891",2946,"Championship","2018/2019",2018-12-08,"Wigan",0,1,9,14,1,1,"L",0,"HomeTeam","2018-12",1,0,0
"5892",2946,"Championship","2018/2019",2018-12-08,"Derby",1,0,14,9,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5893",2947,"Championship","2018/2019",2018-12-14,"Sheffield United",1,2,8,12,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5894",2947,"Championship","2018/2019",2018-12-14,"West Brom",2,1,12,8,0,0,"W",0,"AwayTeam","2018-12",0,0,0
"5895",2948,"Championship","2018/2019",2018-12-15,"Aston Villa",2,2,10,16,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5896",2948,"Championship","2018/2019",2018-12-15,"Stoke",2,2,16,10,4,0,"D",0,"AwayTeam","2018-12",0,0,0
"5897",2949,"Championship","2018/2019",2018-12-15,"Blackburn",2,2,11,13,1,0,"D",0,"HomeTeam","2018-12",1,0,0
"5898",2949,"Championship","2018/2019",2018-12-15,"Birmingham",2,2,13,11,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5899",2950,"Championship","2018/2019",2018-12-15,"Bolton",0,1,14,11,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5900",2950,"Championship","2018/2019",2018-12-15,"Leeds",1,0,11,14,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5901",2951,"Championship","2018/2019",2018-12-15,"Bristol City",2,2,10,16,1,0,"D",0,"HomeTeam","2018-12",1,0,0
"5902",2951,"Championship","2018/2019",2018-12-15,"Norwich",2,2,16,10,3,0,"D",0,"AwayTeam","2018-12",0,0,0
"5903",2952,"Championship","2018/2019",2018-12-15,"Hull",2,0,6,10,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5904",2952,"Championship","2018/2019",2018-12-15,"Brentford",0,2,10,6,1,0,"L",0,"AwayTeam","2018-12",0,0,0
"5905",2953,"Championship","2018/2019",2018-12-15,"Ipswich",1,0,14,9,3,0,"W",0,"HomeTeam","2018-12",1,0,0
"5906",2953,"Championship","2018/2019",2018-12-15,"Wigan",0,1,9,14,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5907",2954,"Championship","2018/2019",2018-12-15,"Preston",3,2,10,10,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5908",2954,"Championship","2018/2019",2018-12-15,"Millwall",2,3,10,10,3,0,"L",0,"AwayTeam","2018-12",0,0,0
"5909",2955,"Championship","2018/2019",2018-12-15,"QPR",2,1,17,12,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5910",2955,"Championship","2018/2019",2018-12-15,"Middlesbrough",1,2,12,17,3,0,"L",0,"AwayTeam","2018-12",0,0,0
"5911",2956,"Championship","2018/2019",2018-12-15,"Rotherham",1,1,19,12,1,0,"D",0,"HomeTeam","2018-12",1,0,0
"5912",2956,"Championship","2018/2019",2018-12-15,"Reading",1,1,12,19,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5913",2957,"Championship","2018/2019",2018-12-15,"Swansea",2,1,6,13,0,0,"W",0,"HomeTeam","2018-12",1,0,0
"5914",2957,"Championship","2018/2019",2018-12-15,"Sheffield Weds",1,2,13,6,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5915",2958,"Championship","2018/2019",2018-12-17,"Derby",0,0,21,11,3,0,"D",0,"HomeTeam","2018-12",1,0,0
"5916",2958,"Championship","2018/2019",2018-12-17,"Nott'm Forest",0,0,11,21,3,0,"D",0,"AwayTeam","2018-12",0,0,0
"5917",2959,"Championship","2018/2019",2018-12-22,"Blackburn",0,1,12,14,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5918",2959,"Championship","2018/2019",2018-12-22,"Norwich",1,0,14,12,3,0,"W",0,"AwayTeam","2018-12",0,0,0
"5919",2960,"Championship","2018/2019",2018-12-22,"Brentford",1,0,8,19,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5920",2960,"Championship","2018/2019",2018-12-22,"Bolton",0,1,19,8,3,0,"L",0,"AwayTeam","2018-12",0,0,0
"5921",2961,"Championship","2018/2019",2018-12-22,"Derby",1,1,9,8,0,0,"D",0,"HomeTeam","2018-12",1,0,0
"5922",2961,"Championship","2018/2019",2018-12-22,"Bristol City",1,1,8,9,1,0,"D",0,"AwayTeam","2018-12",0,0,0
"5923",2962,"Championship","2018/2019",2018-12-22,"Hull",3,2,13,8,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5924",2962,"Championship","2018/2019",2018-12-22,"Swansea",2,3,8,13,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5925",2963,"Championship","2018/2019",2018-12-22,"Ipswich",1,1,16,11,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5926",2963,"Championship","2018/2019",2018-12-22,"Sheffield United",1,1,11,16,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5927",2964,"Championship","2018/2019",2018-12-22,"Nott'm Forest",0,1,13,8,3,0,"L",0,"HomeTeam","2018-12",1,0,0
"5928",2964,"Championship","2018/2019",2018-12-22,"QPR",1,0,8,13,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5929",2965,"Championship","2018/2019",2018-12-22,"Reading",0,1,12,5,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5930",2965,"Championship","2018/2019",2018-12-22,"Middlesbrough",1,0,5,12,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5931",2966,"Championship","2018/2019",2018-12-22,"Rotherham",0,4,6,13,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5932",2966,"Championship","2018/2019",2018-12-22,"West Brom",4,0,13,6,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5933",2967,"Championship","2018/2019",2018-12-22,"Sheffield Weds",1,0,22,13,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5934",2967,"Championship","2018/2019",2018-12-22,"Preston",0,1,13,22,3,1,"L",0,"AwayTeam","2018-12",0,0,0
"5935",2968,"Championship","2018/2019",2018-12-22,"Stoke",1,0,6,17,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5936",2968,"Championship","2018/2019",2018-12-22,"Millwall",0,1,17,6,3,0,"L",0,"AwayTeam","2018-12",0,0,0
"5937",2969,"Championship","2018/2019",2018-12-22,"Wigan",0,3,11,15,1,0,"L",0,"HomeTeam","2018-12",1,0,0
"5938",2969,"Championship","2018/2019",2018-12-22,"Birmingham",3,0,15,11,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5939",2970,"Championship","2018/2019",2018-12-23,"Aston Villa",2,3,12,13,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5940",2970,"Championship","2018/2019",2018-12-23,"Leeds",3,2,13,12,3,0,"W",0,"AwayTeam","2018-12",0,0,0
"5941",2971,"Championship","2018/2019",2018-12-26,"Birmingham",2,0,11,10,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5942",2971,"Championship","2018/2019",2018-12-26,"Stoke",0,2,10,11,4,0,"L",0,"AwayTeam","2018-12",0,0,0
"5943",2972,"Championship","2018/2019",2018-12-26,"Bolton",2,1,8,12,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5944",2972,"Championship","2018/2019",2018-12-26,"Rotherham",1,2,12,8,1,0,"L",0,"AwayTeam","2018-12",0,0,0
"5945",2973,"Championship","2018/2019",2018-12-26,"Bristol City",1,1,8,14,0,0,"D",0,"HomeTeam","2018-12",1,0,0
"5946",2973,"Championship","2018/2019",2018-12-26,"Brentford",1,1,14,8,1,0,"D",0,"AwayTeam","2018-12",0,0,0
"5947",2974,"Championship","2018/2019",2018-12-26,"Leeds",3,2,13,13,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5948",2974,"Championship","2018/2019",2018-12-26,"Blackburn",2,3,13,13,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5949",2975,"Championship","2018/2019",2018-12-26,"Middlesbrough",0,1,13,12,3,0,"L",0,"HomeTeam","2018-12",1,0,0
"5950",2975,"Championship","2018/2019",2018-12-26,"Sheffield Weds",1,0,12,13,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5951",2976,"Championship","2018/2019",2018-12-26,"Millwall",1,0,18,16,3,0,"W",0,"HomeTeam","2018-12",1,0,0
"5952",2976,"Championship","2018/2019",2018-12-26,"Reading",0,1,16,18,1,2,"L",0,"AwayTeam","2018-12",0,0,0
"5953",2977,"Championship","2018/2019",2018-12-26,"Norwich",3,3,11,18,4,0,"D",0,"HomeTeam","2018-12",1,0,0
"5954",2977,"Championship","2018/2019",2018-12-26,"Nott'm Forest",3,3,18,11,4,0,"D",0,"AwayTeam","2018-12",0,0,0
"5955",2978,"Championship","2018/2019",2018-12-26,"Preston",1,2,6,9,0,0,"L",0,"HomeTeam","2018-12",1,0,0
"5956",2978,"Championship","2018/2019",2018-12-26,"Hull",2,1,9,6,1,0,"W",0,"AwayTeam","2018-12",0,0,0
"5957",2979,"Championship","2018/2019",2018-12-26,"QPR",3,0,17,14,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5958",2979,"Championship","2018/2019",2018-12-26,"Ipswich",0,3,14,17,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5959",2980,"Championship","2018/2019",2018-12-26,"Sheffield United",3,1,13,10,3,0,"W",0,"HomeTeam","2018-12",1,0,0
"5960",2980,"Championship","2018/2019",2018-12-26,"Derby",1,3,10,13,5,0,"L",0,"AwayTeam","2018-12",0,0,0
"5961",2981,"Championship","2018/2019",2018-12-26,"Swansea",0,1,8,11,2,0,"L",0,"HomeTeam","2018-12",1,0,0
"5962",2981,"Championship","2018/2019",2018-12-26,"Aston Villa",1,0,11,8,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5963",2982,"Championship","2018/2019",2018-12-26,"West Brom",2,0,13,13,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5964",2982,"Championship","2018/2019",2018-12-26,"Wigan",0,2,13,13,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5965",2983,"Championship","2018/2019",2018-12-29,"Birmingham",0,0,13,12,0,0,"D",0,"HomeTeam","2018-12",1,0,0
"5966",2983,"Championship","2018/2019",2018-12-29,"Brentford",0,0,12,13,5,0,"D",0,"AwayTeam","2018-12",0,0,0
"5967",2984,"Championship","2018/2019",2018-12-29,"Bolton",0,0,15,9,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5968",2984,"Championship","2018/2019",2018-12-29,"Stoke",0,0,9,15,3,0,"D",0,"AwayTeam","2018-12",0,0,0
"5969",2985,"Championship","2018/2019",2018-12-29,"Bristol City",1,0,7,17,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5970",2985,"Championship","2018/2019",2018-12-29,"Rotherham",0,1,17,7,1,2,"L",0,"AwayTeam","2018-12",0,0,0
"5971",2986,"Championship","2018/2019",2018-12-29,"Leeds",0,2,13,14,3,0,"L",0,"HomeTeam","2018-12",1,0,0
"5972",2986,"Championship","2018/2019",2018-12-29,"Hull",2,0,14,13,2,0,"W",0,"AwayTeam","2018-12",0,0,0
"5973",2987,"Championship","2018/2019",2018-12-29,"Middlesbrough",2,0,16,12,1,0,"W",0,"HomeTeam","2018-12",1,0,0
"5974",2987,"Championship","2018/2019",2018-12-29,"Ipswich",0,2,12,16,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5975",2988,"Championship","2018/2019",2018-12-29,"Millwall",1,0,11,8,2,0,"W",0,"HomeTeam","2018-12",1,0,0
"5976",2988,"Championship","2018/2019",2018-12-29,"Nott'm Forest",0,1,8,11,2,0,"L",0,"AwayTeam","2018-12",0,0,0
"5977",2989,"Championship","2018/2019",2018-12-29,"Norwich",3,4,13,12,3,0,"L",0,"HomeTeam","2018-12",1,0,0
"5978",2989,"Championship","2018/2019",2018-12-29,"Derby",4,3,12,13,3,0,"W",0,"AwayTeam","2018-12",0,0,0
"5979",2990,"Championship","2018/2019",2018-12-29,"Preston",1,1,14,10,2,0,"D",0,"HomeTeam","2018-12",1,0,0
"5980",2990,"Championship","2018/2019",2018-12-29,"Aston Villa",1,1,10,14,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5981",2991,"Championship","2018/2019",2018-12-29,"QPR",0,0,16,12,3,0,"D",0,"HomeTeam","2018-12",1,0,0
"5982",2991,"Championship","2018/2019",2018-12-29,"Reading",0,0,12,16,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5983",2992,"Championship","2018/2019",2018-12-29,"Sheffield United",3,0,18,9,4,1,"W",0,"HomeTeam","2018-12",1,0,0
"5984",2992,"Championship","2018/2019",2018-12-29,"Blackburn",0,3,9,18,1,1,"L",0,"AwayTeam","2018-12",0,0,0
"5985",2993,"Championship","2018/2019",2018-12-29,"Swansea",2,2,16,18,3,0,"D",0,"HomeTeam","2018-12",1,0,0
"5986",2993,"Championship","2018/2019",2018-12-29,"Wigan",2,2,18,16,4,0,"D",0,"AwayTeam","2018-12",0,0,0
"5987",2994,"Championship","2018/2019",2018-12-29,"West Brom",1,1,6,8,2,1,"D",0,"HomeTeam","2018-12",1,0,0
"5988",2994,"Championship","2018/2019",2018-12-29,"Sheffield Weds",1,1,8,6,2,0,"D",0,"AwayTeam","2018-12",0,0,0
"5989",2995,"Championship","2018/2019",2019-01-01,"Aston Villa",2,2,10,21,2,0,"D",0,"HomeTeam","2019-01",1,0,0
"5990",2995,"Championship","2018/2019",2019-01-01,"QPR",2,2,21,10,5,0,"D",0,"AwayTeam","2019-01",0,0,0
"5991",2996,"Championship","2018/2019",2019-01-01,"Blackburn",2,1,14,12,3,0,"W",0,"HomeTeam","2019-01",1,0,0
"5992",2996,"Championship","2018/2019",2019-01-01,"West Brom",1,2,12,14,3,1,"L",0,"AwayTeam","2019-01",0,0,0
"5993",2997,"Championship","2018/2019",2019-01-01,"Brentford",1,1,10,16,4,0,"D",0,"HomeTeam","2019-01",1,0,0
"5994",2997,"Championship","2018/2019",2019-01-01,"Norwich",1,1,16,10,2,0,"D",0,"AwayTeam","2019-01",0,0,0
"5995",2998,"Championship","2018/2019",2019-01-01,"Derby",1,1,8,12,0,0,"D",0,"HomeTeam","2019-01",1,0,0
"5996",2998,"Championship","2018/2019",2019-01-01,"Middlesbrough",1,1,12,8,2,0,"D",0,"AwayTeam","2019-01",0,0,0
"5997",2999,"Championship","2018/2019",2019-01-01,"Hull",6,0,16,12,2,0,"W",0,"HomeTeam","2019-01",1,0,0
"5998",2999,"Championship","2018/2019",2019-01-01,"Bolton",0,6,12,16,2,0,"L",0,"AwayTeam","2019-01",0,0,0
"5999",3000,"Championship","2018/2019",2019-01-01,"Ipswich",2,3,8,13,0,0,"L",0,"HomeTeam","2019-01",1,0,0
"6000",3000,"Championship","2018/2019",2019-01-01,"Millwall",3,2,13,8,1,0,"W",0,"AwayTeam","2019-01",0,0,0
"6001",3001,"Championship","2018/2019",2019-01-01,"Nott'm Forest",4,2,13,13,2,0,"W",0,"HomeTeam","2019-01",1,0,0
"6002",3001,"Championship","2018/2019",2019-01-01,"Leeds",2,4,13,13,0,1,"L",0,"AwayTeam","2019-01",0,0,0
"6003",3002,"Championship","2018/2019",2019-01-01,"Reading",1,4,13,12,2,0,"L",0,"HomeTeam","2019-01",1,0,0
"6004",3002,"Championship","2018/2019",2019-01-01,"Swansea",4,1,12,13,1,0,"W",0,"AwayTeam","2019-01",0,0,0
"6005",3003,"Championship","2018/2019",2019-01-01,"Rotherham",2,1,13,9,5,0,"W",0,"HomeTeam","2019-01",1,0,0
"6006",3003,"Championship","2018/2019",2019-01-01,"Preston",1,2,9,13,1,0,"L",0,"AwayTeam","2019-01",0,0,0
"6007",3004,"Championship","2018/2019",2019-01-01,"Sheffield Weds",1,1,13,15,1,0,"D",0,"HomeTeam","2019-01",1,0,0
"6008",3004,"Championship","2018/2019",2019-01-01,"Birmingham",1,1,15,13,3,0,"D",0,"AwayTeam","2019-01",0,0,0
"6009",3005,"Championship","2018/2019",2019-01-01,"Stoke",0,2,17,15,3,0,"L",0,"HomeTeam","2019-01",1,0,0
"6010",3005,"Championship","2018/2019",2019-01-01,"Bristol City",2,0,15,17,1,0,"W",0,"AwayTeam","2019-01",0,0,0
"6011",3006,"Championship","2018/2019",2019-01-01,"Wigan",0,3,7,14,2,0,"L",0,"HomeTeam","2019-01",1,0,0
"6012",3006,"Championship","2018/2019",2019-01-01,"Sheffield United",3,0,14,7,2,0,"W",0,"AwayTeam","2019-01",0,0,0
"6013",3007,"Championship","2018/2019",2019-01-11,"Leeds",2,0,12,14,1,0,"W",0,"HomeTeam","2019-01",1,0,0
"6014",3007,"Championship","2018/2019",2019-01-11,"Derby",0,2,14,12,4,0,"L",0,"AwayTeam","2019-01",0,0,0
"6015",3008,"Championship","2018/2019",2019-01-12,"Birmingham",1,2,11,11,2,0,"L",0,"HomeTeam","2019-01",1,0,0
"6016",3008,"Championship","2018/2019",2019-01-12,"Middlesbrough",2,1,11,11,1,0,"W",0,"AwayTeam","2019-01",0,0,0
"6017",3009,"Championship","2018/2019",2019-01-12,"Brentford",3,1,13,13,0,0,"W",0,"HomeTeam","2019-01",1,0,0
"6018",3009,"Championship","2018/2019",2019-01-12,"Stoke",1,3,13,13,2,0,"L",0,"AwayTeam","2019-01",0,0,0
"6019",3010,"Championship","2018/2019",2019-01-12,"Bristol City",2,1,11,18,0,0,"W",0,"HomeTeam","2019-01",1,0,0
"6020",3010,"Championship","2018/2019",2019-01-12,"Bolton",1,2,18,11,2,0,"L",0,"AwayTeam","2019-01",0,0,0
"6021",3011,"Championship","2018/2019",2019-01-12,"Hull",3,0,5,13,0,0,"W",0,"HomeTeam","2019-01",1,0,0
"6022",3011,"Championship","2018/2019",2019-01-12,"Sheffield Weds",0,3,13,5,2,0,"L",0,"AwayTeam","2019-01",0,0,0
"6023",3012,"Championship","2018/2019",2019-01-12,"Ipswich",1,0,17,10,2,0,"W",0,"HomeTeam","2019-01",1,0,0
"6024",3012,"Championship","2018/2019",2019-01-12,"Rotherham",0,1,10,17,1,0,"L",0,"AwayTeam","2019-01",0,0,0
"6025",3013,"Championship","2018/2019",2019-01-12,"Millwall",0,2,14,13,0,0,"L",0,"HomeTeam","2019-01",1,0,0
"6026",3013,"Championship","2018/2019",2019-01-12,"Blackburn",2,0,13,14,0,0,"W",0,"AwayTeam","2019-01",0,0,0
"6027",3014,"Championship","2018/2019",2019-01-12,"Preston",1,1,16,16,0,1,"D",0,"HomeTeam","2019-01",1,0,0
"6028",3014,"Championship","2018/2019",2019-01-12,"Swansea",1,1,16,16,3,0,"D",0,"AwayTeam","2019-01",0,0,0
